ID,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice,9th choice,10th choice,11th choice,12th choice
000701-00-0242, C01,C07,C05,,,,,,,,,
000701-00-0250, C01,C07,,,,,,,,,,
000701-00-0254, C01,C11,C04,C07,,,,,,,,
000701-00-0255, C01,C07,C04,C02,C11,,,,,,,
000701-00-0260, C01,C02,C12,,,,,,,,,
000701-00-0276, C01,C06,C08,C04,C02,C05,C10,C09,C12,C07,C03,C11
000701-00-0306, C01,C04,C11,,,,,,,,,
000701-00-0309, C01,C11,C09,C07,C04,C06,,,,,,
000701-00-0320, C01,C02,C04,C11,C07,C05,,,,,,
000701-00-0382, C01,C02,C05,C04,C03,C06,C07,C08,,,,
000701-00-0398, C01,C10,C03,C09,C11,,,,,,,
000701-00-0403, C01,C11,C04,C06,,,,,,,,
000701-00-0436, C01,C04,C11,C02,C10,C12,C03,C06,,,,
000701-00-0497, C01,C07,C05,,,,,,,,,
000701-00-0501, C01,C11,C04,C07,C10,C03,,,,,,
000701-00-0506, C01,C09,C11,,,,,,,,,
000701-00-0508, C01,C04,C05,C07,C11,C06,C08,C02,C12,C03,C09,C10
000701-00-0573, C01,C09,C07,C02,C06,,,,,,,
000701-00-0574, C01,C06,C07,C05,C11,C08,,,,,,
000701-00-0577, C01,C11,,,,,,,,,,
000701-00-0579, C01,C11,,,,,,,,,,
000701-00-0591, C01,C04,C02,C07,C11,,,,,,,
000701-00-0593, C01,C11,C05,C04,C07,,,,,,,
000701-00-0608, C01,C11,C02,C05,C03,,,,,,,
000701-00-0622, C01,C07,C04,C11,C05,,,,,,,
000701-00-0625, C01,,,,,,,,,,,
000701-00-0639, C01,C04,,,,,,,,,,
000701-00-0658, C01,C07,C02,C11,C12,C06,C08,,,,,
000701-00-0715, C01,C08,,,,,,,,,,
000701-00-0722, C01,C11,C07,C04,,,,,,,,
000701-00-0728, C01,C11,C04,,,,,,,,,
000701-00-0740, C01,C09,C08,,,,,,,,,
000701-00-0761, C01,C06,C07,C05,C11,C08,,,,,,
000701-00-0776, C01,C11,C08,C09,C03,C04,,,,,,
000701-00-0782, C01,C08,C11,,,,,,,,,
000701-00-0835, C01,C04,C11,C07,C08,C02,C05,,,,,
000701-00-0851, C01,C08,C09,C10,C04,,,,,,,
000701-00-0860, C01,C11,C04,C07,,,,,,,,
000701-00-0863, C01,C02,C07,C11,C08,C04,,,,,,
000701-00-0864, C01,C04,C02,,,,,,,,,
000701-00-0873, C01,,,,,,,,,,,
000701-00-0930, C01,C11,C06,,,,,,,,,
000701-00-0933, C01,C04,C11,C07,,,,,,,,
000701-00-0938, C01,C04,C11,,,,,,,,,
000701-00-0942, C01,C06,C04,,,,,,,,,
000701-00-0948, C01,C11,C04,C07,,,,,,,,
000701-00-0955, C01,C04,C05,C07,C11,,,,,,,
000701-00-0992, C01,C04,,,,,,,,,,
000701-00-1006, C01,C04,C07,C11,C12,,,,,,,
000701-00-1024, C01,C08,C07,C11,C04,C06,,,,,,
000701-00-1040, C01,C11,C07,C04,,,,,,,,
000701-00-1052, C01,C06,,,,,,,,,,
000701-00-1067, C01,C11,C07,C04,,,,,,,,
000701-00-1082, C01,C11,C04,C08,,,,,,,,
000701-00-1092, C01,,,,,,,,,,,
000701-00-1123, C01,C04,C05,C07,C11,,,,,,,
000701-00-1156, C01,C08,C07,,,,,,,,,
000701-00-1177, C01,C04,,,,,,,,,,
000701-00-1213, C01,C11,C07,C04,C12,C08,,,,,,
000701-00-1218, C01,C07,C04,,,,,,,,,
000701-00-1232, C01,C11,,,,,,,,,,
000701-00-1233, C01,C12,C11,C07,C04,C08,,,,,,
000701-00-1263, C01,,,,,,,,,,,
000701-00-1269, C01,C02,C11,C04,C07,,,,,,,
000701-00-1316, C01,C02,C06,C04,C11,C07,,,,,,
000701-00-1317, C01,C11,C05,,,,,,,,,
000701-00-1339, C01,C06,C11,C07,,,,,,,,
000701-00-1344, C01,,,,,,,,,,,
000701-00-1346, C01,C08,C02,C04,C05,,,,,,,
000701-00-1347, C01,C05,C08,C06,,,,,,,,
000701-00-1349, C01,,,,,,,,,,,
000701-00-1353, C01,C04,C11,C02,C10,,,,,,,
000701-00-1355, C01,C02,C04,C08,,,,,,,,
000701-00-1376, C01,C08,C06,C04,C11,C07,C02,C03,C12,C10,C09,
000701-00-1377, C01,,,,,,,,,,,
000701-00-1383, C01,C12,C11,C08,C07,C04,C02,C05,,,,
000701-00-1385, C01,C07,,,,,,,,,,
000701-00-1388, C01,C02,C04,C11,C07,C06,,,,,,
000701-00-1412, C01,C08,C02,C11,C12,C04,C06,,,,,
000701-00-1424, C01,C04,C07,C06,,,,,,,,
000701-00-1436, C01,,,,,,,,,,,
000701-00-1480, C01,C04,,,,,,,,,,
000701-00-1481, C01,C04,C03,C11,C05,,,,,,,
000701-00-1523, C01,C08,C06,,,,,,,,,
000701-00-1525, C01,C05,C04,C07,C11,C02,,,,,,
000701-00-1534, C01,C07,C11,C02,C05,,,,,,,
000701-00-1540, C01,C05,C07,C02,C11,,,,,,,
000701-00-1544, C01,C11,C07,,,,,,,,,
000701-00-1552, C01,C11,C04,C05,C02,C07,C10,,,,,
000701-00-1574, C01,,,,,,,,,,,
000701-00-1578, C01,C06,,,,,,,,,,
000701-00-1611, C01,C08,C04,C11,C12,C03,,,,,,
000701-00-1614, C01,C07,C04,C08,C11,,,,,,,
000701-00-1635, C01,C05,C08,C06,C07,C10,C11,C12,,,,
000701-00-1650, C01,,,,,,,,,,,
000701-00-0089, C01,C11,C07,,,,,,,,,
000802-00-0043, C01,C11,C07,C08,C09,C12,C10,C06,C04,C03,,
000802-00-0062, C01,C03,C12,,,,,,,,,
000802-00-0075, C01,C07,C02,C08,C03,C04,,,,,,
000802-00-0076, C01,C07,C02,C08,C03,C04,,,,,,
000802-00-0092, C01,C08,C07,C03,C09,C04,C05,,,,,
000802-00-0103, C01,C08,C06,C05,C03,,,,,,,
000802-00-0117, C01,C07,C11,C03,C04,C05,,,,,,
000802-00-0122, C01,,,,,,,,,,,
000802-00-0124, C01,C06,C02,C04,,,,,,,,
000802-00-0166, C01,C04,C06,C07,C02,,,,,,,
000802-00-0266, C01,C06,C04,,,,,,,,,
000802-00-0289, C01,C06,C08,C10,C12,,,,,,,
000802-00-0290, C01,C06,C08,C10,C12,,,,,,,
000802-00-0298, C01,C04,,,,,,,,,,
000802-00-0304, C01,C06,C07,C08,C11,C12,C09,C02,C04,C03,C05,C10
000802-00-0357, C01,C08,C02,C12,C04,C07,,,,,,
000802-00-0371, C01,,,,,,,,,,,
000802-00-0422, C01,C11,C02,C07,C04,,,,,,,
000802-00-0426, C01,C02,C03,C09,,,,,,,,
000802-00-0435, C01,C09,C02,,,,,,,,,
000802-00-0442, C01,C09,C02,,,,,,,,,
000802-00-0480, C01,C08,C11,C06,,,,,,,,
000802-00-0499, C01,C08,C04,C06,,,,,,,,
000802-00-0518, C01,C11,C07,C04,C08,,,,,,,
000802-00-0524, C01,C03,C02,C09,,,,,,,,
000802-00-0527, C01,,,,,,,,,,,
000802-00-0532, C01,C11,C07,C04,,,,,,,,
000802-00-0556, C01,C10,C08,C12,C11,C09,C07,C03,C04,,,
000802-00-0561, C01,C10,C11,C04,C05,C07,,,,,,
000802-00-0563, C01,C04,C07,,,,,,,,,
000802-00-0588, C01,C07,C08,C06,C09,,,,,,,
000802-00-0604, C01,C12,C10,C07,C02,C04,C11,,,,,
000802-00-0613, C01,C07,C11,C03,,,,,,,,
000802-00-0617, C01,C10,C02,C06,C08,C09,,,,,,
000802-00-0625, C01,C11,C10,C08,C03,,,,,,,
000802-00-0626, C01,C11,C06,C02,C03,C05,C08,C09,C10,,,
000802-00-0655, C01,C02,C04,C05,C10,C03,,,,,,
000802-00-0657, C01,C02,C04,C07,C11,C03,C10,C09,C08,C06,C05,C12
000802-00-0658, C01,C04,C03,C10,C12,,,,,,,
000802-00-0663, C01,C02,C10,C05,C03,C04,,,,,,
000802-00-0688, C01,,,,,,,,,,,
000802-00-0690, C01,C04,C11,C07,C09,C02,C10,,,,,
000802-00-0691, C01,C02,C03,,,,,,,,,
000802-00-0694, C01,C02,C03,,,,,,,,,
000802-00-0698, C01,C02,C07,C08,C11,,,,,,,
000802-00-0745, C01,C04,C02,C10,C12,C05,C08,C07,C11,C06,C09,C03
000802-00-0769, C01,C08,C06,C07,C04,C02,,,,,,
000802-00-0101, C01,C06,C08,C04,,,,,,,,
000802-00-0105, C01,C04,C07,C08,C03,C02,C11,,,,,
000802-00-0108, C01,C07,C11,C03,,,,,,,,
000802-00-0109, C01,C07,C02,,,,,,,,,
000802-00-0112, C01,C08,C07,C04,C11,,,,,,,
000802-00-0113, C01,C08,C06,,,,,,,,,
000802-00-0116, C01,C02,C03,,,,,,,,,
000802-00-0118, C01,C08,C07,C04,C11,C02,C12,,,,,
000403-00-0013, C01,C04,C08,C02,C11,C06,,,,,,
000403-00-0022, C01,,,,,,,,,,,
000403-00-0052, C01,C02,C07,C12,C04,C05,,,,,,
000403-00-0078, C01,C02,C07,C12,C04,C05,,,,,,
000403-00-0091, C01,C06,C08,C11,C04,C02,,,,,,
000403-00-0105, C01,C10,C11,C12,,,,,,,,
000403-00-0116, C01,C04,C10,C09,C06,C11,,,,,,
000403-00-0123, C01,C08,C06,,,,,,,,,
000403-00-0129, C01,C07,C08,C09,C05,C02,,,,,,
000403-00-0132, C01,C07,C08,C09,C05,C02,,,,,,
000403-00-0141, C01,C09,,,,,,,,,,
000403-00-0151, C01,C06,C08,,,,,,,,,
000403-00-0159, C01,C08,C04,C07,C02,C12,C09,C06,C03,C11,C05,
000403-00-0172, C01,C04,C05,C07,C11,C10,,,,,,
000403-00-0175, C01,C08,C10,C06,C02,C12,,,,,,
000403-00-0180, C01,C11,C07,C05,C04,,,,,,,
000403-00-0181, C01,C08,C07,C02,C04,C11,,,,,,
000403-00-0200, C01,C08,C07,C10,C09,C03,C11,C02,C04,C06,C05,C12
000403-00-0205, C01,C04,C07,,,,,,,,,
000403-00-0258, C01,C07,C05,C02,,,,,,,,
000403-00-0267, C01,,,,,,,,,,,
000403-00-0291, C01,C07,,,,,,,,,,
000403-00-0298, C01,C07,C08,C09,C05,C02,,,,,,
000403-00-0301, C01,C03,C07,C04,C08,C12,,,,,,
000403-00-0303, C01,C06,C08,C02,C11,C07,,,,,,
000403-00-0305, C01,C08,C06,,,,,,,,,
000403-00-0307, C01,,,,,,,,,,,
000403-00-0322, C01,C07,C11,C04,C06,C08,,,,,,
000403-00-0325, C01,C11,C07,C05,C04,,,,,,,
000403-00-0326, C01,C07,C11,C04,C06,C08,,,,,,
000403-00-0337, C01,C06,,,,,,,,,,
000403-00-0359, C01,C05,C06,,,,,,,,,
000403-00-0368, C01,C02,C03,C08,C11,C07,C12,C10,C09,C06,C05,C04
000403-00-0402, C01,C11,C07,C02,C12,C04,,,,,,
000403-00-0415, C01,C04,C10,C03,C12,C06,C11,,,,,
000903-00-0003, C01,C11,C02,C03,C04,C05,,,,,,
000903-00-0043, C01,C06,C04,C11,C08,C02,C03,,,,,
000903-00-0044, C01,C08,,,,,,,,,,
000903-00-0048, C01,C08,C09,,,,,,,,,
000903-00-0049, C01,C06,C04,C11,C08,C02,C03,,,,,
000903-00-0064, C01,C08,C11,C05,,,,,,,,
000903-00-0069, C01,C11,C07,C02,C06,C04,,,,,,
000903-00-0072, C01,C08,C06,C04,C03,,,,,,,
000903-00-0074, C01,C11,C07,C05,C04,C08,C10,,,,,
000903-00-0108, C01,C04,C12,,,,,,,,,
000903-00-0119, C01,,,,,,,,,,,
000903-00-0153, C01,C11,C08,C02,C05,C04,,,,,,
000903-00-0155, C01,C11,C10,C04,C07,C02,,,,,,
000903-00-0186, C01,C02,C05,C11,C08,,,,,,,
000903-00-0199, C01,C02,C04,C07,C12,C06,C03,,,,,
000903-00-0201, C01,C02,C04,C07,C12,C06,,,,,,
000903-00-0210, C01,,,,,,,,,,,
000903-00-0211, C01,C04,C08,C11,C03,,,,,,,
000903-00-0217, C01,C04,C08,C09,C11,,,,,,,
000903-00-0218, C01,C02,C11,C12,C04,,,,,,,
000903-00-0220, C01,C04,C11,C07,C05,,,,,,,
000903-00-0228, C01,C08,C02,C05,,,,,,,,
000903-00-0316, C01,C11,,,,,,,,,,
000903-00-0328, C01,C06,,,,,,,,,,
000903-00-0337, C01,C07,C06,C05,C04,C03,C08,C02,C09,C11,C12,C10
000903-00-0375, C01,,,,,,,,,,,
000903-00-0376, C01,,,,,,,,,,,
000903-00-0391, C01,C11,,,,,,,,,,
000903-00-0411, C01,C02,C04,C05,C07,C06,C09,C08,C10,C11,C12,
000903-00-0429, C01,C08,C09,C02,C11,C07,C12,C05,C04,C03,C06,C10
000903-00-0466, C01,C11,C02,C08,C09,C06,C03,C12,C04,,,
000903-00-0511, C01,C05,C07,C11,C12,,,,,,,
000903-00-0549, C01,C11,C07,C04,C05,,,,,,,
000903-00-0574, C01,C11,,,,,,,,,,
000903-00-0648, C01,C02,C11,C08,C04,C05,C07,C12,,,,
000903-00-0654, C01,,,,,,,,,,,
000903-00-0677, C01,C02,C05,C11,,,,,,,,
000903-00-0707, C01,,,,,,,,,,,
000903-00-0715, C01,C07,C02,C12,C11,,,,,,,
000903-00-0751, C01,C03,C04,,,,,,,,,
000903-00-0768, C01,C11,C04,C07,C06,C02,,,,,,
000903-00-0779, C01,C07,C11,C04,C10,C09,C05,,,,,
000903-00-0782, C01,C11,C07,C04,C09,,,,,,,
000903-00-0887, C01,,,,,,,,,,,
000903-00-0912, C01,C09,,,,,,,,,,
000903-00-0916, C01,C04,C06,C08,C11,C03,,,,,,
000903-00-0923, C01,C11,C07,C04,C05,C08,C02,C10,C06,,,
000903-00-0961, C01,C04,C02,C10,C11,C07,,,,,,
000903-00-0975, C01,C12,C04,,,,,,,,,
000903-00-1001, C01,C11,C07,C02,C03,C08,,,,,,
000903-00-1008, C01,C08,C02,C12,,,,,,,,
000903-00-1034, C01,C08,C09,C02,C11,C12,,,,,,
000903-00-1036, C01,C11,C02,C05,C03,,,,,,,
000903-00-1055, C01,C07,C04,C11,C02,,,,,,,
000903-00-1065, C01,C08,C02,C11,,,,,,,,
000903-00-1075, C01,C07,,,,,,,,,,
000903-00-1081, C01,C11,C02,C07,C04,C05,C06,,,,,
000903-00-1093, C01,C11,C04,C05,C07,C09,C10,C12,C02,C03,C06,C08
000903-00-1140, C01,C08,C09,C04,C12,,,,,,,
000903-00-1158, C01,C02,C05,C11,C10,C06,C09,,,,,
000903-00-1181, C01,C10,C06,C11,C04,C07,C02,C08,C03,C09,C12,C05
000903-00-1193, C01,C11,C05,C07,C03,C08,C09,C04,,,,
000903-00-1204, C01,C11,C10,C08,C04,,,,,,,
000903-00-1219, C01,C07,,,,,,,,,,
000903-00-1224, C01,C11,C02,,,,,,,,,
000903-00-1269, C01,C02,C11,,,,,,,,,
000903-00-1272, C01,,,,,,,,,,,
000903-00-1281, C01,C08,C11,C07,C12,C10,,,,,,
000903-00-1298, C01,C02,C11,C12,C04,,,,,,,
000903-00-1305, C01,C10,C08,,,,,,,,,
000903-00-1353, C01,C11,C04,C07,C05,C12,C06,C03,,,,
000903-00-1359, C01,C12,C10,C08,C07,C02,,,,,,
000903-00-1367, C01,C09,C08,C06,C04,C02,,,,,,
000903-00-1369, C01,C09,C05,C04,C02,C06,C12,,,,,
000903-00-1379, C01,C04,C06,,,,,,,,,
000903-00-1402, C01,,,,,,,,,,,
000903-00-1449, C01,C02,C08,,,,,,,,,
000903-00-1457, C01,C07,C04,,,,,,,,,
000903-00-1484, C01,C09,C08,C11,C02,C12,C07,C06,C03,,,
000903-00-1489, C01,C06,C08,C04,C11,C02,C05,C07,C09,C03,C10,C12
000903-00-1494, C01,C06,C12,,,,,,,,,
000903-00-1498, C01,C06,C12,,,,,,,,,
000903-00-1500, C01,C06,C12,,,,,,,,,
000903-00-1535, C01,C02,C12,C08,C11,,,,,,,
000903-00-1538, C01,C07,C04,C11,C05,C06,C10,C12,C09,C03,C08,C02
000903-00-1544, C01,C12,C06,C08,C09,C11,C04,C02,C05,C07,C10,C03
000903-00-1552, C01,C02,C04,C08,C11,C06,,,,,,
000903-00-1561, C01,C11,C08,C06,C07,C04,,,,,,
000903-00-1564, C01,,,,,,,,,,,
000903-00-1575, C01,C02,C04,C11,C10,C03,,,,,,
000903-00-1603, C01,C06,C04,C02,C11,C07,,,,,,
000903-00-1606, C01,C03,C10,C04,C09,C08,C02,C07,C11,,,
000903-00-1631, C01,C11,C08,C02,C04,C07,,,,,,
000903-00-1634, C01,C07,C11,C12,C08,C05,,,,,,
000903-00-1654, C01,C11,C03,,,,,,,,,
000903-00-1676, C01,C12,C11,,,,,,,,,
000903-00-1731, C01,C04,C07,C11,,,,,,,,
000903-00-1768, C01,C11,C07,C04,,,,,,,,
000601-00-0057, C11,C01,C04,C05,,,,,,,,
000601-00-0923, C11,C01,C07,C05,C04,C06,C03,C02,C12,C10,C08,C09
000601-00-1037, C11,C01,C04,C05,C07,C03,C08,,,,,
000402-00-0134, C11,C01,C02,,,,,,,,,
000402-00-0670, C11,C01,C04,C05,C07,C10,C12,C02,C03,C06,C08,C09
000402-00-1202, C11,C01,C04,C05,C07,,,,,,,
000303-00-0520, C11,C01,C04,,,,,,,,,
000303-00-0725, C11,C01,C05,,,,,,,,,
000303-00-0978, C11,C01,C10,C09,C06,C08,C05,C04,C03,C02,C12,C07
000304-00-0113, C11,C01,C07,C05,C04,,,,,,,
000304-00-0252, C11,C01,C03,C05,C07,,,,,,,
000304-00-0486, C11,C01,C07,C04,C02,,,,,,,
000203-00-0059, C11,C01,C04,C07,,,,,,,,
000203-00-0285, C11,C01,C05,,,,,,,,,
000502-00-0749, C11,C01,C04,C06,,,,,,,,
000502-00-0932, C11,C01,C04,,,,,,,,,
000702-00-0201, C11,C01,C07,C04,C05,,,,,,,
000702-00-0357, C11,C01,C04,C07,,,,,,,,
000702-00-0145, C11,C01,C04,C07,C05,,,,,,,
000901-00-1127, C11,C01,C04,C05,C07,,,,,,,
000901-00-1475, C11,C01,C02,C03,,,,,,,,
000901-00-0450, C11,C01,C04,C07,,,,,,,,
000501-00-0087, C11,C01,C04,C05,C07,,,,,,,
000501-00-0385, C11,C01,C04,C05,C07,,,,,,,
000501-00-0815, C11,C01,C02,C03,C04,C05,C06,C07,C08,,,
000501-00-1150, C11,C01,C07,C04,,,,,,,,
001002-00-0016, C11,C01,C04,,,,,,,,,
001002-00-0175, C11,C01,C07,C04,C05,C02,C03,C08,C09,,,
001002-00-0517, C11,C01,C04,,,,,,,,,
000602-00-0242, C11,C01,C02,C04,C06,C07,,,,,,
000602-00-0530, C11,C01,C06,C09,,,,,,,,
000602-00-0998, C11,C01,C04,C05,C07,C06,C02,C10,,,,
000301-00-1078, C11,C01,C07,,,,,,,,,
001102-00-1304, C11,C01,C04,C05,C07,,,,,,,
001102-00-1400, C11,C01,C04,C07,,,,,,,,
001102-00-1543, C11,C01,C07,C04,C05,,,,,,,
001102-00-0189, C11,C01,C02,C07,,,,,,,,
000803-00-0108, C11,C01,C04,C03,C05,C07,,,,,,
000603-00-0543, C11,C01,C04,C07,C05,,,,,,,
000603-00-1120, C11,C01,C04,C07,,,,,,,,
000603-00-1376, C11,C01,C07,,,,,,,,,
001003-00-0098, C11,C01,C04,C05,C07,C10,C02,,,,,
001003-00-0212, C11,C01,C05,C04,C07,,,,,,,
001003-00-0397, C11,C01,C06,,,,,,,,,
001003-00-0591, C11,C01,C04,C08,C12,,,,,,,
001003-00-1031, C11,C01,C04,C05,C07,,,,,,,
000902-00-0044, C11,C01,C02,C07,C05,C03,,,,,,
000902-00-0218, C11,C01,C05,C04,C07,,,,,,,
000902-00-0472, C11,C01,C07,C04,,,,,,,,
000902-00-0772, C11,C01,C04,C05,C07,,,,,,,
000902-00-1370, C11,C01,C02,C07,C09,C04,C08,,,,,
000103-00-0064, C11,C01,C07,C05,C04,C06,,,,,,
000103-00-0163, C11,C01,C04,C05,C07,,,,,,,
000103-00-1128, C11,C01,C04,C05,C07,,,,,,,
000201-00-0301, C11,C01,C04,C05,C07,,,,,,,
000201-00-0536, C11,C01,C04,C05,C02,C07,C08,C09,C12,C03,C06,C10
000201-00-1121, C11,C01,C04,C05,C07,C12,C08,,,,,
000302-00-0162, C11,C01,C04,C05,C07,,,,,,,
000302-00-0605, C11,C01,C04,C07,,,,,,,,
001103-00-0066, C11,C01,C04,C02,,,,,,,,
001103-00-0678, C11,C01,C02,C05,C07,C04,,,,,,
001103-00-0805, C11,C01,C07,C08,C10,C02,C06,,,,,
001001-00-0192, C11,C01,C04,C12,,,,,,,,
001001-00-0827, C11,C01,C04,C07,,,,,,,,
001001-00-1361, C11,C01,C04,C05,C07,,,,,,,
001001-00-0283, C11,C01,C04,C07,C05,C03,C02,,,,,
000801-00-0257, C11,C01,C07,C04,,,,,,,,
000801-00-0415, C11,C01,C04,C05,C07,,,,,,,
000801-00-0711, C11,C01,C04,C05,C07,C10,C02,C09,C08,C03,C12,C06
000503-00-0012, C11,C01,C07,C04,C06,C02,C03,C12,,,,
000503-00-0139, C11,C01,C02,C07,C04,C03,C05,C06,C08,C09,C10,
000503-00-0194, C11,C01,C07,,,,,,,,,
000503-00-0274, C11,C01,C04,C05,C07,,,,,,,
000503-00-0677, C11,C01,C04,C07,C02,,,,,,,
000503-00-1034, C11,C01,C06,,,,,,,,,
000102-00-0028, C11,C01,C07,C10,,,,,,,,
000102-00-0640, C11,C01,C04,C05,C06,C07,C08,,,,,
000401-00-0564, C11,C01,C07,C05,C04,,,,,,,
000401-00-0871, C11,C01,C07,,,,,,,,,
000401-00-1186, C11,C01,C02,C04,C07,C10,C08,,,,,
000401-00-0082, C11,C01,C02,C03,C08,C09,,,,,,
001101-00-0277, C11,C01,C04,C05,C07,C02,,,,,,
001101-00-1096, C11,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C12
000701-00-0723, C11,C01,C12,,,,,,,,,
000701-00-0945, C11,C01,C04,C05,C07,C12,C02,C08,C09,C10,C03,C06
000802-00-0001, C11,C01,C02,,,,,,,,,
000802-00-0478, C11,C01,C04,C07,C03,C02,C08,C09,,,,
000903-00-0842, C11,C01,C04,,,,,,,,,
000903-00-1020, C11,C01,C07,,,,,,,,,
000903-00-1073, C11,C01,C08,C04,C05,,,,,,,
000703-00-0218, C11,C01,C04,C05,C07,C10,C06,C12,C08,C09,C02,C03
000601-00-0060, C11,C01,C04,C05,C07,,,,,,,
000601-00-0328, C11,C01,C07,C04,,,,,,,,
000601-00-0481, C11,C01,C04,C05,C07,,,,,,,
000601-00-0580, C11,C01,C04,,,,,,,,,
000601-00-1475, C11,C01,C04,C05,C07,C08,C06,C10,,,,
000402-00-0258, C11,C01,C12,C08,C04,C03,C09,C07,C06,C10,,
000402-00-1293, C11,C01,C05,,,,,,,,,
000402-00-1368, C11,C01,C04,C05,C07,,,,,,,
000303-00-0172, C11,C01,C04,C05,C07,C06,,,,,,
000304-00-0035, C11,C01,C04,C05,C07,,,,,,,
000502-00-0753, C11,C01,C04,C06,,,,,,,,
000502-00-0864, C11,C01,C07,C04,C02,,,,,,,
000502-00-1326, C11,C01,C04,,,,,,,,,
000702-00-0001, C11,C01,C04,C05,C07,,,,,,,
000702-00-0058, C11,C01,C04,C07,,,,,,,,
000702-00-0203, C11,C01,C02,C04,C07,C06,C12,C10,C08,C03,C05,C09
000702-00-0372, C11,C01,C04,C07,C05,,,,,,,
000901-00-0030, C11,C01,C04,C07,C05,C03,C02,C12,C10,C09,C08,C06
001001-00-0159, WI02,C11,C01,C05,C04,C07,,,,,,
000502-00-0100, WI01,WI02,C11,C01,C04,C05,C07,,,,,
000602-00-0142, WI01,C01,C11,,,,,,,,,
000101-00-0059, WI01,C01,C12,C03,C07,,,,,,,
000101-00-0060, WI01,C01,WI02,,,,,,,,,
000601-00-1260, C10,C11,C01,,,,,,,,,
000601-00-1460, C10,C11,C01,C07,C05,,,,,,,
000402-00-0362, C10,C01,C11,C06,C08,,,,,,,
000402-00-0370, C10,C01,C06,C04,C11,C08,,,,,,
000402-00-0611, C10,C01,C11,C04,C05,C08,,,,,,
000402-00-1273, C10,C01,C07,C04,C03,C08,,,,,,
000303-00-0980, C10,C11,C01,,,,,,,,,
000304-00-0374, C10,C01,C02,C08,C04,C12,,,,,,
000502-00-0218, C10,C01,C05,C07,C04,,,,,,,
000502-00-0511, C10,C11,C01,C04,C07,C02,C06,,,,,
000502-00-0582, C10,C01,C08,C11,C07,C12,,,,,,
000502-00-0711, C10,C01,C03,C05,C06,,,,,,,
000702-00-0371, C10,C01,C02,C06,,,,,,,,
000501-00-0252, C10,C01,C12,C08,C05,C09,,,,,,
000501-00-0782, C10,C01,C04,C02,C06,C09,C07,C08,C05,,,
001002-00-1283, C10,C01,C11,C04,C07,,,,,,,
001002-00-0258, C10,C11,C01,C07,C04,C05,C02,,,,,
001002-00-0282, C10,C01,C12,C04,C09,C11,,,,,,
001002-00-0302, C10,C01,C11,C07,C04,,,,,,,
000602-00-0374, C10,C11,C01,,,,,,,,,
000301-00-0339, C10,C11,C01,C04,C05,C06,,,,,,
000301-00-1289, C10,C01,C07,C06,C11,C04,C02,,,,,
001102-00-0123, C10,C01,C12,C11,C04,C02,,,,,,
001102-00-0364, C10,C11,C01,C07,,,,,,,,
001102-00-1576, C10,C01,C02,C04,C06,C11,,,,,,
001102-00-0321, C10,C11,C01,C12,C04,C07,,,,,,
001102-00-0371, C10,C01,,,,,,,,,,
000603-00-0325, C10,C11,C01,C02,C04,C06,C07,,,,,
001003-00-0045, C10,C01,C05,C11,C02,C08,C09,,,,,
001003-00-0734, C10,C01,C07,,,,,,,,,
001003-00-1352, C10,C01,C08,C04,C05,C11,C02,C12,C06,C07,C09,C03
000902-00-0633, C10,C01,C07,C04,C06,C11,C02,C08,C09,C12,C05,
000902-00-0069, C10,C01,C11,C03,,,,,,,,
000103-00-0520, C10,C01,C02,C05,C08,C09,,,,,,
000302-00-0512, C10,C01,C04,C05,C11,C12,,,,,,
001103-00-0285, C10,C01,C04,C02,C07,C03,,,,,,
001103-00-0700, C10,C01,C04,C02,C08,C12,C06,,,,,
001103-00-1375, C10,C11,C01,C12,C08,C04,C02,C06,C03,,,
001001-00-0516, C10,C01,C11,C02,C12,C04,C06,,,,,
001001-00-0517, C10,C11,C01,C04,C07,C02,C05,,,,,
000801-00-0196, C10,C01,C11,C06,,,,,,,,
000503-00-0025, C10,C01,C04,C02,C06,C09,C12,,,,,
000503-00-0520, C10,C11,C01,,,,,,,,,
000503-00-0918, C10,C01,C04,C07,C11,,,,,,,
000202-00-0153, C10,C01,C11,,,,,,,,,
000102-00-0954, C10,C01,C07,,,,,,,,,
000401-00-0285, C10,C01,C04,C02,,,,,,,,
000401-00-0543, C10,C01,C03,C04,C07,C11,,,,,,
000401-00-1330, C10,C01,C04,C08,C02,,,,,,,
000401-00-1454, C10,C01,C03,C04,C07,C11,,,,,,
000401-00-1514, C10,C01,C05,C08,,,,,,,,
001101-00-0305, C10,C01,C11,C03,C02,C04,C05,C06,C08,C07,C09,C12
001101-00-0698, C10,C11,C01,,,,,,,,,
001101-00-0845, C10,C01,,,,,,,,,,
001101-00-1047, C10,C01,C06,C04,C05,,,,,,,
001101-00-1107, C10,C01,C02,,,,,,,,,
000701-00-0315, C10,C01,C07,C11,C04,,,,,,,
000701-00-0316, C10,C01,C11,C07,C04,C03,,,,,,
000701-00-0790, C10,C01,C11,C04,C07,,,,,,,
000701-00-1361, C10,C01,C02,C04,C06,C12,C11,C07,C05,,,
000701-00-1631, C10,C01,C04,C05,C02,C11,,,,,,
000802-00-0149, C10,C01,C11,C04,C05,C07,,,,,,
