ID,,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice,9th choice
000102-00-0554, C03,C02,C01,,,,,,
000102-00-0586, C03,C02,C01,C04,,,,,
000102-00-0641, C03,C09,C08,,,,,,
000102-00-0660, C03,C04,C05,C09,C01,C02,,,
000102-00-0678, C03,C06,C07,C09,,,,,
000102-00-0726, C03,C08,,,,,,,
000102-00-0730, C03,C01,C02,C06,C05,,,,
000102-00-0756, C03,C02,C01,C06,C04,C07,,,
000102-00-0800, C03,,,,,,,,
000102-00-0801, C03,,,,,,,,
000102-00-0810, C03,C09,C08,C05,C04,C01,C02,,
000102-00-0818, C03,C02,C04,C06,C09,,,,
000102-00-0821, C03,C02,,,,,,,
000102-00-0909, C03,,,,,,,,
000102-00-0919, C03,C07,C06,C01,C02,C04,C05,C08,C09
000102-00-0925, C03,C04,C08,C01,C07,C02,,,
000102-00-0936, C03,C02,C01,,,,,,
000102-00-0945, C03,C06,C08,,,,,,
000102-00-1011, C03,C09,C07,C06,C05,C04,C01,C02,
000102-00-1061, C03,C04,C05,C09,C01,C02,C08,,
000102-00-1065, C03,,,,,,,,
000102-00-1085, C03,C06,C09,C01,C02,,,,
000102-00-1099, C03,C04,C08,C01,C07,C02,,,
000102-00-0074, C03,C05,C06,C07,C09,C01,C08,C04,WI01
000802-00-0027, C03,C06,C07,C09,,,,,
000802-00-0034, C03,C04,C05,C02,C01,C08,,,
000802-00-0165, C03,C09,C04,C05,C08,,,,
000802-00-0276, C03,C09,C08,C04,C06,,,,
000802-00-0337, C03,C07,C05,C02,C08,,,,
000802-00-0501, C03,C08,C05,C09,C01,,,,
000802-00-0546, C03,C02,C07,C08,C01,C09,,,
000802-00-0547, C03,C02,C07,C08,C01,C09,C04,,
000802-00-0568, C03,C04,C07,C05,C08,,,,
000802-00-0573, C03,C09,C07,,,,,,
000802-00-0588, C03,C04,C05,C08,C09,C01,,,
000802-00-0612, C03,C07,C04,C05,C08,,,,
000802-00-0620, C03,C07,,,,,,,
000802-00-0622, C03,C01,C05,C06,C08,C07,C09,C02,
000802-00-0828, C03,C04,C09,C08,C05,,,,
000802-00-0830, C03,,,,,,,,
000802-00-0832, C03,C07,C09,C05,C06,,,,
000802-00-0840, C03,C09,C05,C08,C02,C07,C06,C04,C01
000802-00-0122, C03,C07,C02,C05,C04,,,,
000802-00-0124, C02=C07,C03,C05,,,,,,
000802-00-0131, C04=C08,C03,,,,,,,
000702-00-0057, C03,C05,C08,,,,,,
000702-00-0073, C03,C09,C04,,,,,,
000702-00-0094, C03,C08,C05,C04,C02,C01,,,
000702-00-0143, C03,C06,C07,C09,,,,,
000702-00-0154, C03,C06,C07,C09,,,,,
000702-00-0171, C03,C05,C04,C08,C01,C02,,,
000702-00-0173, C03,C02,C05,C04,C08,C01,,,
000702-00-0188, C03,C02,C05,C04,C08,C01,,,
000702-00-0219, C03,,,,,,,,
000702-00-0281, C03,C04,C05,C09,,,,,
001101-00-0007, C03,C05,C08,C07,,,,,
001101-00-0019, C03,C09,C02,,,,,,
001101-00-0021, C03,C05,C04,C06,C08,,,,
001101-00-0028, C03,C06,C05,C08,C09,C01,C02,,
001101-00-0030, C03,,,,,,,,
001101-00-0032, C03,C09,C04,C01,C06,C08,C07,C02,
001101-00-0046, C03,C01,C06,,,,,,
001101-00-0052, C03,C06,,,,,,,
001101-00-0074, C03,C09,C05,,,,,,
001101-00-0082, C03,,,,,,,,
001101-00-0085, C03,,,,,,,,
001101-00-0086, C03,C06,,,,,,,
001101-00-0089, C03,C06,,,,,,,
001101-00-0090, C03,,,,,,,,
001101-00-0094, C03,,,,,,,,
001101-00-0097, C03,C08,C06,C05,C04,C01,C07,C09,C02
001101-00-0099, C03,C06,,,,,,,
001101-00-0100, C03,C01,,,,,,,
001101-00-0108, C03,,,,,,,,
001101-00-0109, C03,C09,C07,C08,,,,,
001101-00-0111, C03,C05,C07,,,,,,
001101-00-0116, C03,,,,,,,,
001101-00-0126, C03,,,,,,,,
001101-00-0128, C03,,,,,,,,
001101-00-0129, C03,C08,,,,,,,
001101-00-0130, C03,,,,,,,,
001101-00-0135, C03,C05,C01,,,,,,
001101-00-0136, C03,C02,,,,,,,
001101-00-0141, C03,,,,,,,,
001101-00-0142, C03,C05,,,,,,,
001101-00-0145, C03,C04,,,,,,,
001101-00-0147, C03,,,,,,,,
001101-00-0152, C03,,,,,,,,
001101-00-0153, C03,C02,C05,C06,,,,,
001101-00-0160, C03,C04,,,,,,,
001101-00-0164, C03,,,,,,,,
001101-00-0170, C03,C02,C05,C09,,,,,
001101-00-0177, C03,,,,,,,,
001101-00-0179, C03,C04,C05,,,,,,
001101-00-0185, C03,C02,C09,C06,C08,C05,C04,C07,C01
001101-00-0189, C03,C05,C02,C09,,,,,
001101-00-0191, C03,,,,,,,,
001101-00-0194, C03,,,,,,,,
001101-00-0195, C03,,,,,,,,
001101-00-0196, C03,,,,,,,,
001101-00-0199, C03,C04,C07,C09,,,,,
001101-00-0202, C03,C02,C04,C06,,,,,
001101-00-0210, C03,,,,,,,,
001101-00-0211, C03,,,,,,,,
001101-00-0215, C03,,,,,,,,
001101-00-0226, C03,C09,C04,C05,C01,C02,,,
001101-00-0229, C03,C09,C04,C01,C02,C06,,,
001101-00-0231, C03,C01,,,,,,,
001101-00-0232, C03,C06,C02,C01,C09,C08,C05,C04,
001101-00-0240, C03,C08,,,,,,,
001101-00-0263, C03,C02,C01,C08,,,,,
001101-00-0266, C03,C09,C06,C07,C04,C01,C08,C05,C02
001101-00-0271, C03,C06,,,,,,,
001101-00-0273, C03,C06,,,,,,,
001101-00-0275, C03,C09,C04,,,,,,
001101-00-0279, C03,C02,C04,,,,,,
001101-00-0281, C03,C06,C01,,,,,,
001101-00-0284, C03,,,,,,,,
001101-00-0287, C03,,,,,,,,
001101-00-0297, C03,,,,,,,,
001101-00-0298, C03,,,,,,,,
001101-00-0300, C03,C06,C07,C04,C08,C01,C09,C05,C02
001101-00-0303, C03,C05,C08,,,,,,
001101-00-0310, C03,C06,C02,C07,C01,C05,C04,,
001101-00-0313, C03,,,,,,,,
001101-00-0315, C03,,,,,,,,
001101-00-0320, C03,,,,,,,,
001101-00-0321, C03,C05,C07,,,,,,
001101-00-0328, C03,C05,C08,C01,C02,C04,C06,C07,
001101-00-0330, C03,C04,C05,C08,C01,C02,C06,C07,C09
001101-00-0346, C03,C06,C01,,,,,,
001101-00-0347, C03,,,,,,,,
001101-00-0356, C03,,,,,,,,
001101-00-0361, C03,C07,C05,,,,,,
001101-00-0363, C03,,,,,,,,
001101-00-0365, C03,C08,C04,,,,,,
001101-00-0366, C03,C08,C04,,,,,,
001101-00-0374, C03,C04,C06,,,,,,
001101-00-0382, C03,C02,,,,,,,
001101-00-0386, C03,C02,C06,,,,,,
001101-00-0387, C03,C04,C09,C05,,,,,
001101-00-0390, C03,C06,C07,C02,C09,C01,,,
001101-00-0392, C03,C04,C06,C09,,,,,
001101-00-0400, C03,,,,,,,,
001101-00-0407, C03,C06,C07,C09,,,,,
001101-00-0409, C03,C05,,,,,,,
001101-00-0416, C03,,,,,,,,
001101-00-0426, C03,,,,,,,,
001101-00-0430, C03,C04,C01,,,,,,
001101-00-0440, C03,C08,C02,C04,C09,C05,C01,C06,
001101-00-0447, C03,,,,,,,,
001101-00-0448, C03,C04,C05,C08,,,,,
001101-00-0453, C03,C06,C04,,,,,,
001101-00-0457, C03,C04,C07,C08,C09,C01,C02,,
001101-00-0459, C03,,,,,,,,
001101-00-0464, C03,,,,,,,,
001101-00-0466, C03,C04,,,,,,,
001101-00-0469, C03,C02,C09,C04,C05,C06,C07,C08,C01
001101-00-0472, C03,,,,,,,,
001101-00-0480, C03,C06,C08,C01,C02,C04,C07,C09,
001101-00-0481, C03,,,,,,,,
001101-00-0054, C03,C04,C08,WI03,C06,,,,
001101-00-0055, C03,C06,C07,C09,C01,C02,,,
000401-00-0009, C03,C09,C06,,,,,,
000401-00-0012, C03,C06,,,,,,,
000401-00-0022, C03,C05,C04,C06,C02,,,,
000401-00-0025, C03,C09,C02,C08,,,,,
000401-00-0034, C03,C06,C08,,,,,,
000401-00-0038, C03,C05,C02,,,,,,
000401-00-0040, C03,C04,C01,,,,,,
000401-00-0046, C03,,,,,,,,
000401-00-0050, C03,C01,C05,C08,C02,C04,,,
000401-00-0063, C03,C05,C09,C04,,,,,
000401-00-0066, C03,,,,,,,,
000401-00-0072, C03,,,,,,,,
000401-00-0074, C03,C04,C02,C08,C01,,,,
000401-00-0077, C03,C01,,,,,,,
000401-00-0078, C03,C06,C04,,,,,,
000401-00-0081, C03,C01,,,,,,,
000401-00-0086, C03,,,,,,,,
000401-00-0091, C03,C01,C04,,,,,,
000401-00-0098, C03,C02,C04,C05,C06,C07,C09,C08,
000401-00-0121, C03,,,,,,,,
000401-00-0129, C03,C06,C04,C05,C02,C09,C08,C07,C01
000401-00-0131, C03,C06,,,,,,,
000401-00-0149, C03,,,,,,,,
000401-00-0151, C03,C06,,,,,,,
000401-00-0152, C03,C05,,,,,,,
000401-00-0154, C03,C01,C06,,,,,,
000401-00-0172, C03,C02,C01,C09,C08,C06,,,
000401-00-0176, C03,C09,,,,,,,
000401-00-0178, C03,C08,C04,C01,C09,C05,,,
000401-00-0193, C03,C06,C01,C09,,,,,
000401-00-0195, C03,C04,C08,C02,C06,C05,,,
000401-00-0198, C03,C08,C04,,,,,,
000401-00-0204, C03,C09,C04,,,,,,
000401-00-0208, C03,,,,,,,,
000401-00-0215, C03,C09,C05,C08,C06,C02,C07,C01,
000401-00-0227, C03,C06,C02,C01,C05,,,,
000401-00-0232, C03,,,,,,,,
000401-00-0234, C03,C06,C07,,,,,,
000401-00-0250, C03,C01,C02,C04,,,,,
000401-00-0262, C03,C06,C09,,,,,,
000401-00-0265, C03,,,,,,,,
000401-00-0266, C03,C01,C08,,,,,,
000401-00-0272, C03,C01,C09,C04,,,,,
000401-00-0287, C03,C06,C07,,,,,,
000401-00-0289, C03,C07,C06,C01,,,,,
000401-00-0296, C03,C09,C04,C01,C08,,,,
000401-00-0297, C03,C06,C01,,,,,,
000401-00-0299, C03,C06,C01,,,,,,
000401-00-0304, C03,C05,C01,,,,,,
000401-00-0307, C03,C08,C09,,,,,,
000401-00-0309, C03,C06,,,,,,,
000401-00-0315, C03,C06,C02,,,,,,
000401-00-0316, C03,C08,C09,,,,,,
000401-00-0325, C03,,,,,,,,
000401-00-0326, C03,C06,,,,,,,
000401-00-0331, C03,C06,,,,,,,
000401-00-0337, C03,C04,C05,C09,C07,C06,C08,C01,C02
000401-00-0340, C03,C02,C09,C08,C06,C04,,,
000401-00-0346, C03,C06,C04,C08,C05,C09,C01,,
000401-00-0348, C03,C04,C06,,,,,,
000401-00-0349, C03,C01,C08,C04,,,,,
000401-00-0351, C03,,,,,,,,
000401-00-0361, C03,C06,,,,,,,
000401-00-0369, C03,C01,C04,C08,C06,C07,C09,C05,C02
000401-00-0384, C03,C08,C09,C04,,,,,
000401-00-0387, C03,C06,C09,,,,,,
000401-00-0389, C03,C01,C09,C06,C04,C02,C08,C05,C07
000401-00-0391, C03,C04,C09,C01,,,,,
000401-00-0401, C03,C01,C04,,,,,,
000401-00-0403, C03,C06,,,,,,,
000401-00-0407, C03,C02,C07,C01,C09,C08,,,
000401-00-0414, C03,,,,,,,,
000401-00-0418, C03,C04,C05,,,,,,
000401-00-0425, C03,,,,,,,,
000401-00-0427, C03,C04,C07,C08,,,,,
000401-00-0428, C03,C06,,,,,,,
000401-00-0432, C03,C06,C02,,,,,,
000401-00-0437, C03,C04,C08,C09,,,,,
000401-00-0440, C03,C07,C08,C04,C06,C05,C09,,
000401-00-0442, C03,C08,C02,C01,,,,,
000401-00-0444, C03,C06,C08,C01,C02,C09,C05,C07,C04
000401-00-0450, C03,,,,,,,,
000401-00-0454, C03,C01,C06,,,,,,
000401-00-0457, C03,C02,C05,,,,,,
000401-00-0464, C03,C06,C09,,,,,,
000401-00-0466, C03,,,,,,,,
000401-00-0478, C03,C02,C04,C06,C07,C08,C09,,
000401-00-0479, C03,C02,C01,C09,C08,C07,C06,C05,C04
000401-00-0481, C03,C05,C02,,,,,,
000401-00-0482, C03,,,,,,,,
000401-00-0483, C03,,,,,,,,
000401-00-0487, C03,,,,,,,,
000401-00-0496, C03,C04,C02,C01,C05,C06,C07,C08,C09
000401-00-0503, C03,C06,C09,C01,C02,,,,
000401-00-0504, C03,C06,,,,,,,
000401-00-0506, C03,C06,C02,,,,,,
000401-00-0511, C03,C01,C02,,,,,,
000401-00-0512, C03,,,,,,,,
000401-00-0513, C03,C01,,,,,,,
000401-00-0518, C03,,,,,,,,
000401-00-0525, C03,C09,,,,,,,
000401-00-0531, C03,C01,,,,,,,
000401-00-0534, C03,,,,,,,,
000401-00-0537, C03,C06,C07,C09,C01,C04,C08,C05,C02
000401-00-0539, C03,C06,,,,,,,
000401-00-0544, C03,C06,C09,C02,C01,C08,C05,C04,
000401-00-0546, C03,C06,C08,,,,,,
000401-00-0555, C03,C01,C02,C06,,,,,
000401-00-0558, C03,C06,C07,C09,,,,,
000401-00-0567, C03,,,,,,,,
000401-00-0568, C03,C04,,,,,,,
000401-00-0585, C03,C06,C09,C07,,,,,
000401-00-0596, C03,C08,C02,C09,,,,,
000401-00-0600, C03,C02,C04,,,,,,
000401-00-0602, C03,,,,,,,,
000401-00-0603, C03,C05,C04,C07,,,,,
000401-00-0607, C03,,,,,,,,
000401-00-0609, C03,,,,,,,,
000401-00-0611, C03,C06,C01,,,,,,
000401-00-0612, C03,C04,C09,C07,C02,C05,C08,,
000401-00-0622, C03,C09,C08,,,,,,
000401-00-0624, C03,C08,C06,,,,,,
000401-00-0626, C03,C06,,,,,,,
000401-00-0630, C03,C05,C04,C08,C01,,,,
000401-00-0632, C03,C06,C08,C02,,,,,
000401-00-0638, C03,C06,C04,C08,C05,C09,C01,C07,C02
000401-00-0654, C03,C06,C09,C08,C01,C07,,,
000401-00-0658, C03,,,,,,,,
000401-00-0659, C03,C06,C02,,,,,,
000401-00-0661, C03,C02,C01,,,,,,
000401-00-0663, C03,C04,C06,,,,,,
000401-00-0665, C03,C06,,,,,,,
000401-00-0671, C03,,,,,,,,
000401-00-0673, C03,,,,,,,,
000401-00-0676, C03,,,,,,,,
000401-00-0678, C03,C09,,,,,,,
000401-00-0685, C03,,,,,,,,
000401-00-0687, C03,C04,C07,,,,,,
000401-00-0690, C03,C06,,,,,,,
000401-00-0707, C03,C01,,,,,,,
000401-00-0713, C03,C09,,,,,,,
000401-00-0715, C03,C08,C09,C06,C02,C04,C05,C07,
000401-00-0723, C03,C06,C09,,,,,,
000401-00-0733, C03,,,,,,,,
000401-00-0736, C03,C06,C02,C07,,,,,
000401-00-0737, C03,,,,,,,,
000401-00-0740, C03,C08,,,,,,,
000401-00-0743, C03,C04,C08,C05,C01,C07,,,
000401-00-0756, C03,,,,,,,,
000401-00-0764, C03,C02,C01,C04,C09,C05,C07,C08,C06
000401-00-0766, C03,C05,C04,C07,,,,,
000401-00-0775, C03,C04,C06,C02,C01,C08,C07,C09,C05
000401-00-0777, C03,C02,C06,,,,,,
000401-00-0781, C03,C04,C08,C07,C06,C09,C01,C02,C05
000401-00-0786, C03,C04,C07,C06,C09,C05,C08,C01,C02
000401-00-0787, C03,C02,C04,C05,C01,C08,C07,C06,C09
000401-00-0794, C03,C05,C08,,,,,,
000401-00-0795, C03,C05,,,,,,,
000401-00-0797, C03,C06,,,,,,,
000401-00-0808, C03,,,,,,,,
000401-00-0815, C03,C02,C06,,,,,,
000401-00-0816, C03,C06,,,,,,,
000401-00-0821, C03,C06,,,,,,,
000401-00-0822, C03,C09,C04,,,,,,
000401-00-0823, C03,C02,C05,C06,C04,C08,C01,C07,C09
000401-00-0829, C03,,,,,,,,
000401-00-0852, C03,C06,,,,,,,
000401-00-0856, C03,C05,,,,,,,
000401-00-0858, C03,C05,C06,,,,,,
000401-00-0860, C03,C06,,,,,,,
000401-00-0866, C03,C04,C09,C01,C05,C08,,,
000401-00-0868, C03,,,,,,,,
000401-00-0876, C03,C01,C08,,,,,,
000401-00-0879, C03,C01,C04,,,,,,
000401-00-0886, C03,C04,C08,C01,C02,C06,C05,,
000401-00-0892, C03,,,,,,,,
000401-00-0897, C03,C06,C04,,,,,,
000401-00-0898, C03,C06,,,,,,,
000401-00-0906, C03,C06,,,,,,,
000401-00-0922, C03,,,,,,,,
000401-00-0925, C03,C08,C09,C06,C07,,,,
000401-00-0927, C03,C08,C05,C04,C06,C07,C09,C01,C02
000401-00-0933, C03,,,,,,,,
000401-00-0935, C03,C09,,,,,,,
000401-00-0938, C03,C02,C04,C05,C06,C07,C08,C09,C01
000401-00-0940, C03,C07,C08,C09,C02,C01,C04,,
000401-00-0944, C03,C05,C04,C09,C08,C02,,,
000401-00-0949, C03,,,,,,,,
000401-00-0953, C03,C08,C05,C07,C04,C02,C01,C09,
000401-00-0959, C03,,,,,,,,
000401-00-0961, C03,C05,C04,,,,,,
000401-00-0963, C03,C02,C09,C08,C05,,,,
000401-00-0970, C03,C07,C05,C08,C04,,,,
000401-00-0977, C03,C01,C09,,,,,,
000401-00-0978, C03,C04,,,,,,,
000401-00-0984, C03,C05,C06,C01,C09,,,,
000401-00-0988, C03,,,,,,,,
000401-00-0990, C03,,,,,,,,
000401-00-0991, C03,C01,C04,,,,,,
000401-00-1007, C03,C04,C08,,,,,,
000401-00-1010, C03,C08,,,,,,,
000401-00-1012, C03,C05,,,,,,,
000401-00-1014, C03,C01,C06,,,,,,
000401-00-1015, C03,C01,C06,,,,,,
000401-00-1018, C03,,,,,,,,
000401-00-1021, C03,C08,C05,,,,,,
000401-00-1031, C03,,,,,,,,
000401-00-1032, C03,C05,C09,C08,C02,C06,C04,C01,C07
000401-00-1034, C03,C01,C06,C04,C05,C02,C09,C07,C08
000401-00-1037, C03,C04,C02,,,,,,
000401-00-1038, C03,C02,C01,C09,C08,C07,C06,,
000401-00-1039, C03,C09,C08,C07,C06,C04,,,
000401-00-1042, C03,C06,C04,C02,C08,,,,
000401-00-1044, C03,C09,C05,,,,,,
000401-00-1048, C03,,,,,,,,
000401-00-1051, C03,C06,C05,C02,C01,C07,C08,C09,C04
000401-00-1063, C03,C08,,,,,,,
000401-00-0132, C03,C04,C09,WI01,C08,C05,C07,C02,C01
000401-00-0136, C03,C01,C04,C05,,,,,
000402-00-0031, C03,C06,,,,,,,
000402-00-0045, C03,,,,,,,,
000402-00-0076, C03,C02,C01,C09,C08,,,,
000402-00-0101, C03,C09,,,,,,,
000402-00-0128, C03,C04,C05,C08,C09,,,,
000402-00-0149, C03,C09,C05,,,,,,
000402-00-0154, C03,,,,,,,,
000402-00-0249, C03,C05,C09,C08,C07,C01,C02,C04,C06
000402-00-0267, C03,C04,C05,C08,C09,,,,
000402-00-0273, C03,C06,C07,C09,,,,,
000402-00-0296, C03,C02,C04,C05,C07,C09,C08,,
000402-00-0300, C03,C02,C04,C05,C07,C06,C09,C01,
000402-00-0308, C03,C04,C05,C01,C02,,,,
000402-00-0317, C03,C04,,,,,,,
000402-00-0334, C03,,,,,,,,
000402-00-0337, C03,C04,C06,C01,C08,C02,,,
000402-00-0352, C03,C04,C09,C01,C05,C02,,,
000402-00-0389, C03,C09,,,,,,,
000402-00-0429, C03,,,,,,,,
000402-00-0433, C03,C06,C04,,,,,,
000402-00-0436, C03,C06,C01,,,,,,
000402-00-0485, C03,C08,C05,,,,,,
000402-00-0489, C03,,,,,,,,
000402-00-0493, C03,,,,,,,,
000402-00-0549, C03,C04,C08,C09,,,,,
000402-00-0559, C03,C08,C01,C07,C04,,,,
000402-00-0564, C03,C06,,,,,,,
000402-00-0566, C03,C01,C05,C04,C08,C02,,,
000402-00-0573, C03,,,,,,,,
000402-00-0575, C03,C06,C07,C08,C09,,,,
000402-00-0587, C03,,,,,,,,
000402-00-0589, C03,C06,,,,,,,
000402-00-0594, C03,C04,C05,C06,C07,C08,C09,C01,C02
000402-00-0604, C03,,,,,,,,
000402-00-0614, C03,C04,,,,,,,
000402-00-0648, C03,,,,,,,,
000402-00-0670, C03,C06,C04,C02,C01,C05,,,
000402-00-0715, C03,C02,C08,C05,C06,C07,C09,C01,C04
000402-00-0729, C03,C01,C09,C05,C04,C08,C06,C07,
000402-00-0730, C03,C02,C01,C05,,,,,
000402-00-0741, C03,C02,C08,,,,,,
000402-00-0743, C03,C06,,,,,,,
000402-00-0744, C03,C07,C08,C09,C02,C01,C04,C06,C05
000402-00-0781, C03,C06,C07,C09,,,,,
000402-00-0787, C03,C02,C04,,,,,,
000402-00-0813, C03,C09,C02,C01,C08,,,,
000402-00-0815, C03,C04,C05,,,,,,
000402-00-0818, C03,C02,C08,C05,C04,C01,C09,,
000402-00-0851, C03,C02,C07,C08,C01,C04,C06,C05,C09
000402-00-0191, C03,C05,C04,C08,C09,WI01,,,
000602-00-0017, C03,C06,,,,,,,
000602-00-0097, C03,C08,C04,,,,,,
000602-00-0130, C03,C08,C02,C05,C04,,,,
000602-00-0140, C03,C04,C08,C05,C09,,,,
000602-00-0142, C03,C04,C08,C05,C09,,,,
000602-00-0145, C03,C08,C04,C02,,,,,
000602-00-0200, C03,C09,C08,C04,C05,,,,
000602-00-0205, C03,C06,C07,C09,C08,C05,C04,C02,C01
000602-00-0213, C03,,,,,,,,
000602-00-0215, C03,C04,C08,C02,C09,,,,
000602-00-0222, C03,C04,,,,,,,
000602-00-0261, C03,C01,C02,C06,,,,,
000602-00-0264, C03,C08,,,,,,,
000602-00-0267, C03,C05,C06,C04,,,,,
000602-00-0273, C03,C06,C07,C09,,,,,
000602-00-0314, C03,C05,,,,,,,
000602-00-0319, C03,C09,C05,C08,C04,C07,C01,,
000602-00-0328, C03,C02,C09,,,,,,
000602-00-0347, C03,C01,C05,C04,C02,,,,
000602-00-0376, C03,,,,,,,,
000602-00-0382, C03,C06,C02,,,,,,
000602-00-0408, C03,C02,C06,C04,C07,C01,C05,C08,
000602-00-0459, C03,C05,,,,,,,
000602-00-0473, C03,C01,C05,,,,,,
000602-00-0476, C03,C09,C01,C08,C04,C05,,,
000602-00-0500, C03,C04,C01,C05,C08,C02,,,
000602-00-0504, C03,C04,C07,,,,,,
000602-00-0536, C03,C05,C04,,,,,,
000602-00-0549, C03,C06,C07,C09,,,,,
000602-00-0554, C03,C04,C05,C07,,,,,
000602-00-0560, C03,C05,C04,,,,,,
000602-00-0601, C03,C04,C07,C08,C05,C09,,,
000602-00-0623, C03,C09,C04,C05,C07,,,,
000602-00-0625, C03,C07,C06,C09,C05,,,,
000602-00-0626, C03,C01,C04,,,,,,
000602-00-0660, C03,C04,C08,C09,,,,,
000602-00-0150, C03,C06,C07,C09,C08,C05,C04,C02,
000602-00-0154, C03,C02,C06,C01,C07,C08,C09,,
000602-00-0159, C03,WI01,WI02,WI03,WI04,,,,
000501-00-0016, C03,C05,C04,,,,,,
000501-00-0039, C03,C04,C08,,,,,,
000501-00-0040, C03,C08,C09,,,,,,
000501-00-0043, C03,C04,C08,,,,,,
000501-00-0063, C03,C04,C02,C05,C08,C01,,,
000501-00-0098, C03,C04,C08,C09,C02,C05,,,
000501-00-0099, C03,C04,C08,C05,C02,C09,,,
000501-00-0125, C03,C05,C06,C09,C08,C01,C04,C07,C02
000501-00-0138, C03,C01,C08,,,,,,
000501-00-0150, C03,C02,C05,,,,,,
000501-00-0156, C03,,,,,,,,
000501-00-0159, C03,C08,,,,,,,
000501-00-0169, C03,,,,,,,,
000501-00-0192, C03,C04,C09,C05,C02,C07,C06,C08,C01
000501-00-0203, C03,C04,,,,,,,
000501-00-0214, C03,,,,,,,,
000501-00-0216, C03,C08,,,,,,,
000501-00-0221, C03,C04,C09,C05,C08,,,,
000501-00-0235, C03,C01,C09,C05,,,,,
000501-00-0259, C03,C05,C08,C09,C01,,,,
000501-00-0277, C03,C08,C09,C04,C05,,,,
000501-00-0304, C03,C07,C06,C09,,,,,
000501-00-0315, C03,C05,,,,,,,
000501-00-0349, C03,C04,C08,C07,C05,,,,
000501-00-0350, C03,C04,C08,C07,C05,C09,,,
000501-00-0352, C03,C02,,,,,,,
000501-00-0389, C03,C01,C09,,,,,,
000501-00-0396, C03,C06,,,,,,,
000501-00-0397, C03,C04,,,,,,,
000501-00-0401, C03,,,,,,,,
000501-00-0403, C03,,,,,,,,
000501-00-0408, C03,C06,C09,C01,C05,,,,
000501-00-0409, C03,C06,C01,,,,,,
000501-00-0421, C03,C09,C06,,,,,,
000501-00-0426, C03,C08,C07,C09,C04,,,,
000501-00-0448, C03,C09,C01,,,,,,
000501-00-0453, C03,C06,,,,,,,
000501-00-0455, C03,C01,C04,,,,,,
000501-00-0461, C03,C06,,,,,,,
000501-00-0476, C03,C04,C08,C05,C09,C07,,,
000501-00-0482, C03,C06,,,,,,,
000501-00-0494, C03,,,,,,,,
000501-00-0510, C03,C07,C01,,,,,,
000501-00-0531, C03,C04,C01,,,,,,
000501-00-0543, C03,C09,,,,,,,
000501-00-0552, C03,C01,C06,,,,,,
000501-00-0559, C03,,,,,,,,
000501-00-0562, C03,C09,C02,C08,C05,,,,
000501-00-0585, C03,C04,C02,,,,,,
000501-00-0601, C03,C01,C07,C05,,,,,
000501-00-0603, C03,,,,,,,,
000501-00-0607, C03,C01,C06,C09,,,,,
000501-00-0612, C03,C04,C09,C08,C06,,,,
000501-00-0649, C03,C09,C08,C01,C05,,,,
000501-00-0651, C03,C04,C05,C09,C01,C02,,,
000501-00-0653, C03,,,,,,,,
000501-00-0655, C03,,,,,,,,
000501-00-0660, C03,C06,C02,,,,,,
000501-00-0667, C03,C08,C04,,,,,,
000501-00-0670, C03,,,,,,,,
000501-00-0686, C03,,,,,,,,
000501-00-0703, C03,,,,,,,,
000501-00-0714, C03,,,,,,,,
000501-00-0716, C03,C02,C06,,,,,,
000501-00-0718, C03,C09,C01,,,,,,
000501-00-0721, C03,C09,C06,C04,C01,,,,
000501-00-0724, C03,C04,C06,C08,C02,,,,
000501-00-0728, C03,C08,C09,,,,,,
000501-00-0752, C03,C08,C04,,,,,,
000501-00-0753, C03,C09,C04,C08,C05,C07,,,
000501-00-0761, C03,C08,C09,C01,,,,,
000501-00-0766, C03,C06,C02,C01,C09,C08,C07,C05,C04
000501-00-0769, C03,,,,,,,,
000501-00-0771, C03,C06,C02,C04,C05,C07,C08,C09,C01
000501-00-0851, C03,C06,,,,,,,
000501-00-0871, C03,C02,C01,C05,,,,,
000501-00-0873, C03,C04,C08,,,,,,
000501-00-0887, C03,C05,C04,C01,C09,C08,,,
000501-00-0897, C03,,,,,,,,
000501-00-0904, C03,C05,,,,,,,
000501-00-0930, C03,C06,C07,C09,,,,,
000501-00-0942, C03,C02,C06,,,,,,
000501-00-0950, C03,C08,C05,C04,C01,C09,C02,,
000501-00-0966, C03,C04,C05,C09,C08,,,,
000501-00-0982, C03,,,,,,,,
000501-00-0993, C03,C07,C06,C02,C01,C04,C08,C05,
000501-00-1023, C03,C01,C08,C04,C05,C07,C09,C02,C06
000501-00-1025, C03,,,,,,,,
000501-00-0179, C03,C04,C06,C09,C05,WI01,WI03,C07,C08
000501-00-0181, C03,C04,C09,,,,,,
000903-00-0026, C03,C08,C05,C01,C02,C09,,,
000903-00-0031, C03,C02,C09,C05,C04,,,,
000903-00-0064, C03,C06,C05,C08,,,,,
000903-00-0065, C03,C04,C06,C05,C09,C02,,,
000903-00-0085, C03,C04,C08,C09,C06,C05,C01,C02,
000903-00-0105, C03,C04,,,,,,,
000903-00-0112, C03,C04,C08,,,,,,
000903-00-0157, C03,C02,C06,C09,C05,,,,
000903-00-0177, C03,C02,C04,C06,,,,,
000903-00-0190, C03,C04,C05,C08,C01,C02,,,
000903-00-0201, C03,C04,C08,C05,C02,C01,,,
