ID,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice
000103-00-1887, C03,C04,C07,,,,,
000103-00-1889, C03,C02,,,,,,
000103-00-1891, C03,C02,,,,,,
000103-00-1909, C03,C02,,,,,,
000103-00-1914, C03,C02,C04,C07,C08,,,
000103-00-1915, C03,,,,,,,
000103-00-1923, C03,C02,C04,,,,,
000103-00-1926, C03,,,,,,,
000103-00-1927, C03,,,,,,,
000103-00-1930, C03,,,,,,,
000103-00-1948, C03,,,,,,,
000103-00-1953, C03,C02,,,,,,
000103-00-1954, C03,,,,,,,
000103-00-1966, C03,C02,C01,,,,,
000103-00-1968, C03,C04,C02,C07,C06,C05,C08,C01
000103-00-1974, C03,C08,C04,C07,C02,C01,C05,C06
000103-00-1977, C03,C04,C02,C01,C08,C07,C06,C05
000103-00-1982, C03,C04,C02,,,,,
000103-00-1988, C03,C04,C02,C07,C05,C01,C08,
000103-00-2001, C03,C02,C04,C08,C07,,,
000103-00-2009, C03,C02,C04,,,,,
000103-00-2010, C03,C06,C02,,,,,
000103-00-2017, C03,C02,C06,,,,,
000103-00-0007, C03,C04,C06,C02,C01,C08,,
000103-00-0010, C03,C04,C08,C02,C07,,,
000103-00-0011, C03,C02,,,,,,
000103-00-0014, C03,C02,C04,,,,,
000103-00-0015, C03,C02,C01,WI01,,,,
000103-00-0016, C03,C02,,,,,,
000103-00-0017, C03,WI01,,,,,,
000103-00-0020, C03,C06,C08,C05,C02,C01,WI01,WI02
000103-00-0022, C03,C06,C02,WI02,WI03,WI04,WI05,WI06
000402-00-0056, C03,C08,C07,,,,,
000402-00-0088, C03,,,,,,,
000402-00-0108, C03,,,,,,,
000402-00-0113, C03,,,,,,,
000402-00-0224, C03,C08,,,,,,
000402-00-0234, C03,C07,C08,C02,,,,
000402-00-0286, C03,,,,,,,
000402-00-0359, C03,C08,C02,,,,,
000402-00-0435, C03,,,,,,,
000402-00-0460, C03,,,,,,,
000402-00-0474, C03,C04,C05,C02,C01,C08,C07,C06
000402-00-0604, C03,C04,C08,,,,,
000402-00-0711, C03,C02,C01,C08,C07,C06,,
000402-00-0715, C03,C02,,,,,,
000402-00-0721, C03,C05,C01,C07,C08,C04,C02,
000402-00-0736, C02=C05,C03,C01,,,,,
000402-00-0769, C03,C02,C05,C06,C01,,,
000402-00-0881, C03,,,,,,,
000402-00-0904, C03,C02,C01,C04,C08,C05,C07,C06
000402-00-0908, C03,C02,C06,,,,,
000402-00-0974, C03,,,,,,,
000402-00-0993, C03,,,,,,,
000402-00-1066, C03,C07,C08,C02,,,,
000402-00-1081, C03,C08,C04,,,,,
000402-00-1133, C03,C06,C07,C04,,,,
000402-00-1172, C03,C04,C05,,,,,
000402-00-1194, C03,C02,C04,C07,C08,,,
000402-00-1256, C03,,,,,,,
000402-00-1264, C03,C07,C05,,,,,
000402-00-1269, C03,,,,,,,
000402-00-1310, C03,C02,C04,,,,,
000402-00-1364, C03,C04,C05,C07,C08,C02,,
000402-00-1449, C03,C01,C07,,,,,
000402-00-1487, C03,C02,,,,,,
000402-00-1499, C03,C04,,,,,,
000402-00-1640, C03,C07,C08,C05,C01,C04,C02,
000402-00-1672, C03,C04,C08,C05,,,,
000402-00-1794, C03,C04,C06,C05,C08,,,
000402-00-1957, C03,C04,C06,C05,C07,,,
000402-00-1996, C03,C04,C06,C07,C08,,,
000601-00-0004, C03,C06,C04,,,,,
000601-00-0011, C03,C04,C06,C02,C07,,,
000601-00-0045, C03,C05,C07,C08,C06,,,
000601-00-0069, C03,C04,C05,,,,,
000601-00-0144, C06=C08,C03,C07,C01,C02,,,
000601-00-0239, C03,C02,,,,,,
000601-00-0252, C03,,,,,,,
000601-00-0269, C03,C02,C08,C04,C07,,,
000601-00-0404, C03,C06,C05,C02,C07,C01,,
000601-00-0443, C03,C08,C04,C07,C01,C05,C02,C06
000601-00-0513, C03,,,,,,,
000601-00-0636, C03,C04,,,,,,
000601-00-0713, C03,C02,C05,,,,,
000601-00-0717, C03,,,,,,,
000601-00-0869, C03,,,,,,,
000601-00-1014, C03,,,,,,,
000601-00-1064, C03,C01,C06,C08,C07,C05,C02,C04
000601-00-1143, C03,C02,C04,,,,,
000601-00-1153, C03,C02,,,,,,
000601-00-1212, C03,C02,,,,,,
000601-00-1230, C03,C08,C02,C01,C04,C05,C07,C06
000601-00-1250, C03,C02,C04,C07,C08,,,
000601-00-1292, C03,C02,C04,,,,,
000601-00-1308, C03,,,,,,,
000601-00-1391, C03,C07,C01,,,,,
000601-00-1521, C03,,,,,,,
000601-00-1607, C03,C04,C02,C08,C07,,,
000601-00-1679, C03,C02,,,,,,
000601-00-1694, C03,C07,C08,,,,,
000601-00-1752, C03,,,,,,,
000601-00-1850, C03,C08,C02,C04,,,,
000601-00-1910, C03,C06,,,,,,
000601-00-1960, C03,C07,C05,C06,C04,C08,C01,C02
000601-00-1969, C03,C06,C05,C04,C02,C01,C08,
000601-00-1983, C03,C05,C08,,,,,
000601-00-1996, C04=C08,C03,C01,C06,C07,,,
000601-00-2023, C03,,,,,,,
000601-00-2084, C03,C07,C04,C02,,,,
000601-00-2103, C03,C07,C05,C01,,,,
000601-00-2163, C03,C02,,,,,,
000601-00-2200, C03,C02,C04,C07,C08,,,
000601-00-2208, C03,C02,C08,C06,C07,C01,C04,C05
000601-00-2213, C03,C04,C05,,,,,
000601-00-0010, C03,,,,,,,
000803-00-0048, C03,C02,C05,,,,,
000803-00-0284, C03,C07,C08,C02,,,,
000803-00-0286, C03,C02,,,,,,
000803-00-0307, C03,C06,C05,C08,C01,C02,C04,C07
000501-00-0091, C03,C04,C01,C05,C06,,,
000501-00-0116, C03,C08,C04,C02,C05,,,
000501-00-0184, C03,C01,,,,,,
000501-00-0232, C03,,,,,,,
000501-00-0344, C03,C01,C05,,,,,
000501-00-0359, C03,C02,,,,,,
000501-00-0379, C03,,,,,,,
000501-00-0386, C03,,,,,,,
000501-00-0411, C03,C06,C04,,,,,
000501-00-0414, C03,,,,,,,
000501-00-0417, C03,,,,,,,
000501-00-0428, C03,C04,C05,C06,C07,C08,C01,C02
000501-00-0557, C03,C02,,,,,,
000501-00-0566, C03,C02,C08,,,,,
000501-00-0734, C03,,,,,,,
000501-00-0751, C03,C02,C06,,,,,
000501-00-0763, C03,,,,,,,
000501-00-0791, C01=C02,C03,C04,C07,C08,,,
000501-00-0949, C03,C05,,,,,,
000501-00-0975, C02=C04,C03,C01,C08,C07,C06,C05,
000501-00-0997, C03,,,,,,,
000501-00-1032, C03,C02,,,,,,
000501-00-1045, C03,C04,C05,,,,,
000501-00-1048, C03,C04,C02,,,,,
000501-00-1083, C03,C05,C06,C01,,,,
000501-00-1088, C03,C02,C04,C07,C08,C06,C05,C01
000501-00-1091, C02=C08,C03,C04,C07,,,,
000501-00-1100, C03,C07,C04,,,,,
000501-00-1171, C03,C02,C04,C05,C08,C01,C07,
000501-00-1277, C03,C02,C04,C01,C06,C07,,
000501-00-1315, C03,C04,C01,C06,C02,C08,C07,
000501-00-1359, C03,C04,C02,C05,,,,
000501-00-1508, C03,,,,,,,
000501-00-1523, C03,C02,C04,C01,C05,C06,C08,C07
000501-00-1530, C03,C02,C04,C08,C07,,,
000501-00-1533, C03,C04,C06,,,,,
000501-00-1756, C03,C07,C08,,,,,
000501-00-1759, C03,C04,C02,C07,C08,C06,C05,C01
000501-00-1768, C03,C06,C04,,,,,
000501-00-1945, C03,C04,C07,C08,C02,,,
000501-00-1957, C03,C08,C07,C06,C05,C04,C02,C01
000501-00-1964, C03,,,,,,,
000501-00-1981, C03,C02,C04,C07,C08,C06,C05,C01
000501-00-2112, C03,C04,,,,,,
000501-00-0019, C03,C04,C08,C07,WI01,WI03,,
001001-00-0073, C03,C04,C02,C08,C07,C01,C06,C05
001001-00-0080, C03,C02,C04,,,,,
001001-00-0109, C03,C02,C01,C08,C07,,,
001001-00-0216, C03,C08,C05,C07,C02,C04,C06,C01
001001-00-0236, C03,C02,,,,,,
001001-00-0332, C03,C02,,,,,,
001001-00-0442, C03,C08,C06,C07,C05,C01,,
001001-00-0467, C03,C08,C02,C01,C07,,,
001001-00-0594, C03,C02,,,,,,
001001-00-0643, C03,C04,C08,C07,,,,
001001-00-0671, C03,C02,,,,,,
001001-00-0785, C03,C02,C04,C05,C08,C01,C07,C06
001001-00-0798, C03,C02,,,,,,
001001-00-0807, C03,C06,C07,C08,C02,,,
001001-00-0849, C03,C02,,,,,,
001001-00-0896, C03,C08,C06,,,,,
001001-00-0901, C03,C02,,,,,,
001001-00-0950, C03,C04,C06,C02,,,,
001001-00-0957, C03,C08,C06,,,,,
001001-00-1001, C03,C02,C04,,,,,
001001-00-1017, C03,C02,C04,,,,,
001001-00-1058, C03,C02,C04,,,,,
001001-00-1139, C03,C08,C04,C07,,,,
001001-00-1177, C03,C02,C04,C08,C07,,,
001001-00-1228, C03,C04,C05,,,,,
001001-00-1253, C03,C07,C08,,,,,
001001-00-1275, C03,C02,,,,,,
001001-00-1279, C03,C07,C05,C08,C01,,,
001001-00-1285, C03,C02,C06,,,,,
001001-00-1430, C03,C02,C06,C04,,,,
001001-00-1442, C03,C04,C07,C08,C02,C05,C06,
001001-00-1450, C03,C02,C04,C06,,,,
001001-00-1478, C03,,,,,,,
001001-00-1608, C03,C05,,,,,,
001001-00-1646, C03,C04,C02,C08,C07,C05,C06,C01
001001-00-1749, C03,,,,,,,
001001-00-1824, C03,C02,C06,,,,,
001001-00-1837, C03,C08,C05,,,,,
001001-00-1884, C03,C02,,,,,,
001001-00-1980, C03,,,,,,,
001001-00-2012, C03,C08,,,,,,
001001-00-2017, C03,C02,C07,C04,,,,
001001-00-2193, C03,C04,C06,,,,,
001001-00-2198, C03,C02,C05,,,,,
001001-00-2281, C03,C05,C02,C08,,,,
001001-00-2403, C03,C04,C05,C08,C07,C06,,
001001-00-2410, C03,C02,C08,C07,,,,
001001-00-2413, C03,C02,,,,,,
001001-00-2509, C03,C04,C05,C02,C07,C08,C06,
001001-00-2592, C03,C08,C06,C07,,,,
001001-00-2624, C03,C02,C08,C07,C06,C05,C01,C04
001001-00-2666, C03,C02,C01,C08,,,,
001001-00-2692, C03,C02,,,,,,
001001-00-2695, C03,C02,C08,C07,C06,,,
001001-00-2730, C03,C08,C02,C01,C07,,,
001001-00-2731, C03,C08,C02,C01,C07,,,
001001-00-2775, C03,C06,C01,C08,,,,
000303-00-0039, C02=C06=C08,C03,,,,,,
000303-00-0053, C03,C02,C08,,,,,
000303-00-0128, C03,,,,,,,
000303-00-0167, C03,C08,C02,C05,C01,,,
000303-00-0173, C03,C01,,,,,,
000303-00-0180, C03,C01,C04,C07,C08,C05,C06,C02
000303-00-0208, C03,C04,C08,,,,,
000303-00-0293, C03,C04,C05,C07,C06,,,
000303-00-0456, C03,,,,,,,
000303-00-0523, C03,C04,C07,C08,C01,,,
000303-00-0556, C03,C08,,,,,,
000303-00-0626, C03,C04,C02,,,,,
000303-00-0639, C03,C08,C06,,,,,
000303-00-0705, C03,C05,C07,,,,,
000303-00-0752, C03,C04,C05,C08,C06,C07,,
000303-00-0760, C03,C02,C01,,,,,
000303-00-0766, C03,C04,C05,C07,C06,C08,C01,
000303-00-0799, C03,C04,C02,C07,C08,,,
000303-00-0808, C03,C02,C04,C06,C07,C01,C08,
000303-00-0817, C03,C02,C04,C08,C01,C05,,
000303-00-0867, C03,C04,C07,,,,,
000303-00-0936, C03,C04,,,,,,
000303-00-1052, C03,C06,C07,,,,,
000303-00-1121, C03,C08,C07,C04,C02,C01,,
000303-00-1159, C03,C08,C04,C01,C06,,,
000303-00-1184, C03,,,,,,,
000303-00-1317, C03,C02,C04,,,,,
000303-00-1321, C03,C04,C01,C08,C07,C06,,
000303-00-1386, C03,C04,,,,,,
000303-00-0014, C03,C02,C06,C08,C04,C07,WI01,C05
000201-00-0098, C03,C04,C02,,,,,
000201-00-0100, C03,,,,,,,
000201-00-0309, C03,C04,,,,,,
000201-00-0356, C03,C08,,,,,,
000201-00-0377, C03,C02,C08,,,,,
000201-00-0414, C03,,,,,,,
000201-00-0451, C03,C02,,,,,,
000201-00-0481, C03,,,,,,,
000201-00-0508, C03,,,,,,,
000201-00-0515, C03,,,,,,,
000201-00-0522, C03,C04,,,,,,
000201-00-0578, C03,C02,,,,,,
000201-00-0583, C03,C02,,,,,,
000201-00-0585, C03,,,,,,,
000201-00-0656, C03,,,,,,,
000201-00-0678, C03,C04,C01,,,,,
000201-00-0780, C03,C02,C05,C01,C08,C07,C06,
000201-00-0805, C03,,,,,,,
000201-00-0813, C03,C02,C06,C01,,,,
000201-00-0838, C03,C04,C01,C06,,,,
000201-00-0841, C03,C04,C01,C08,C06,C07,C02,C05
000201-00-0873, C03,C05,C06,C07,C08,C01,C02,
000201-00-0931, C03,C04,C02,,,,,
000201-00-0995, C03,C02,,,,,,
000201-00-0996, C03,,,,,,,
000201-00-1007, C03,C06,,,,,,
000201-00-1024, C03,C02,C06,,,,,
000201-00-1046, C03,C02,C01,C04,C05,C06,C07,C08
000201-00-1047, C03,C04,C05,C06,C07,C08,C01,
000201-00-1106, C03,,,,,,,
000201-00-1175, C03,C08,C02,C04,,,,
000201-00-1222, C03,C02,,,,,,
000201-00-1243, C03,C07,C08,,,,,
000201-00-1266, C03,,,,,,,
000201-00-1275, C03,C02,C07,C04,,,,
000201-00-1302, C03,C02,C04,C01,C06,,,
000201-00-1314, C03,C08,C02,C01,C04,C07,,
000201-00-1361, C03,C02,C07,C06,C05,C04,C08,C01
000201-00-1376, C03,C02,C04,,,,,
000201-00-1388, C01=C07,C06=C08,C02=C05,C03,C04,,,
000201-00-1459, C03,C02,C06,C01,,,,
000201-00-1486, C03,C06,C07,,,,,
000201-00-1490, C03,C04,C06,,,,,
000201-00-1500, C03,C04,,,,,,
000201-00-1541, C03,C04,C02,C07,C08,,,
000503-00-0206, C03,C06,,,,,,
000503-00-0617, C03,C02,,,,,,
000503-00-0834, C03,C04,C06,C07,C05,,,
000503-00-0955, C03,C02,C05,C06,,,,
000503-00-1002, C03,C06,C02,,,,,
000503-00-1061, C03,C02,C04,,,,,
000503-00-1075, C03,,,,,,,
000503-00-1085, C03,,,,,,,
000503-00-1101, C03,C04,C08,C07,C02,,,
000503-00-1143, C03,C02,C04,C07,C08,C01,C05,C06
000503-00-1212, C03,C02,C04,C07,C08,,,
000503-00-1233, C03,,,,,,,
000503-00-1284, C03,C02,C08,C04,C07,,,
000503-00-1319, C03,C02,C01,,,,,
000503-00-1356, C03,C04,C02,,,,,
000503-00-1379, C03,C04,C02,C08,C07,,,
000503-00-1419, C03,C08,C02,C04,,,,
000503-00-1476, C03,C02,C07,C08,C04,,,
000503-00-1732, C03,C04,C02,C07,C08,C01,,
000503-00-1792, C03,C04,C07,C08,C02,,,
000503-00-1845, C03,C08,C04,,,,,
000503-00-1911, C03,C02,C04,C07,C08,C06,C05,C01
000503-00-1970, C03,C02,C07,,,,,
000503-00-1971, C03,C02,C07,,,,,
000503-00-1987, C03,C05,C02,C06,,,,
000503-00-2238, C03,C02,C04,C07,C08,,,
000503-00-2273, C02=C07,C03,C01,C08,C05,,,
000503-00-2444, C03,C02,,,,,,
000503-00-2448, C03,C02,,,,,,
000503-00-2515, C03,C08,C02,,,,,
000503-00-2523, C03,,,,,,,
000503-00-2544, C03,C07,C04,C02,,,,
000503-00-0020, C03,WI01,,,,,,
001002-00-0138, C03,C06,C05,,,,,
001002-00-0341, C03,,,,,,,
001002-00-0392, C03,C02,,,,,,
001002-00-0404, C03,C02,C01,C04,C06,,,
001002-00-0615, C03,C02,C06,C08,C04,,,
001002-00-0701, C03,C08,C04,C07,C02,,,
001002-00-0860, C03,C02,C06,C05,C04,C08,,
001002-00-0908, C03,C05,C01,,,,,
001002-00-0951, C03,C08,C07,,,,,
001002-00-0954, C03,C08,C05,C01,C06,C04,C02,C07
001002-00-1031, C03,C02,C08,C05,C07,C04,,
001002-00-1058, C03,,,,,,,
001002-00-1166, C02=C07,C03,,,,,,
001002-00-1223, C03,C02,C08,,,,,
001002-00-1237, C03,C02,C07,,,,,
001002-00-1242, C03,C02,C08,C05,,,,
001002-00-1321, C03,C08,C06,C07,C01,C05,C04,
001002-00-1326, C03,,,,,,,
001002-00-1483, C03,C08,C06,C05,C02,C07,C04,
001002-00-1496, C03,C02,C05,C04,C07,C08,C06,
001002-00-1721, C03,C08,,,,,,
001002-00-1835, C03,C02,C04,C05,C07,C06,C01,C08
001002-00-1902, C03,C04,C02,C07,C08,C05,,
001002-00-2000, C03,C02,C08,C07,,,,
001002-00-2010, C03,C08,C02,,,,,
001002-00-2013, C03,,,,,,,
001002-00-2206, C03,C08,C02,,,,,
001002-00-2447, C03,C02,C04,C08,C05,,,
001002-00-2487, C03,C04,C08,C07,C02,,,
001002-00-2619, C03,C04,C02,C08,C07,,,
001002-00-2726, C03,,,,,,,
000603-00-0627, C08,C03,C01,C06,C07,C05,C02,C04
000603-00-0796, C08,C02,C03,C05,C04,C07,C06,C01
000603-00-1555, C08,C03,,,,,,
000603-00-2196, C08,C03,,,,,,
000603-00-2284, C08,C03,C04,C01,C02,,,
000101-00-0036, C08,C03,C04,,,,,
000101-00-0303, C08,C03,C04,C01,,,,
000101-00-0371, C08,C03,C06,C07,C02,C04,C05,C01
000101-00-0899, C08,C03,,,,,,
000101-00-1069, C08,C03,,,,,,
000101-00-1427, C08,C03,C04,C01,C06,,,
000902-00-0370, C08,C02,C03,C04,C05,C06,C07,C01
000902-00-0958, C08,C03,,,,,,
000902-00-1525, C08,C03,C04,C02,C01,C06,C05,C07
000902-00-2068, C08,C02,C03,C05,C04,C06,C01,C07
000902-00-2595, C08,C02,C03,C04,,,,
000401-00-0574, C08,C02,C03,C04,C07,,,
000401-00-0721, C08,C03,C04,C05,C02,C06,C07,C01
000401-00-0838, C08,C03,C04,C02,,,,
000401-00-1905, C08,C03,C02,C04,C07,C05,C06,
001103-00-0134, C08,C06,C03,,,,,
001103-00-0260, C08,C03,C06,,,,,
001103-00-0381, C08,C03,C02,C04,C07,,,
001103-00-0465, C08,C03,C07,,,,,
001103-00-0730, C08,C02,C03,C07,C04,,,
001103-00-1353, C08,C03,C04,C06,,,,
000502-00-0323, C08,C03,C05,C06,C01,C02,C04,C07
000502-00-1153, C08,C02,C03,C04,C07,,,
000502-00-1222, C08,C03,,,,,,
000502-00-1600, C08,C03,C04,,,,,
000502-00-1862, C08,C02,C03,C04,C07,C01,C06,C05
000502-00-1975, C08,C03,C05,,,,,
000502-00-2259, C08,C03,C05,C06,C01,C07,C02,C04
000802-00-0389, C08,C03,C04,C01,C02,C05,C07,C06
000802-00-0624, C08,C02,C03,C04,C01=C05,C06,C07,
000802-00-0662, C08,C03,C06,,,,,
000802-00-1030, C08,C03,,,,,,
000802-00-1909, C08,C03,C02,C04,C07,,,
000802-00-2201, C08,C05,C03,C02,,,,
001102-00-0577, C08,C05,C03,C02,C07,C04,,
001102-00-1042, C08,C03,C07,C05,C06,C04,C02,C01
000102-00-0302, C08,C03,,,,,,
000102-00-1233, C08,C03,C07,C02,C04,,,
000102-00-1780, C08,C03,,,,,,
000102-00-1834, C08,C03,C04,C05,C01,C06,,
000901-00-0610, C08,C05,C03,C02,C04,C07,,
000901-00-0629, C08,C03,C05,C07,C02,C04,,
000901-00-0942, C08,C05,C03,C02,C01,C06,C07,C04
000901-00-1155, C08,C02,C03,,,,,
000901-00-1376, C08,C06,C05,C02,C03,C07,C04,
000901-00-1483, C08,C05,C03,C04,,,,
000901-00-1431, C08,C06,C05,C03,C02,,,
000602-00-0122, C08,C03,C02,,,,,
000602-00-0192, C08,C05,C02,C03,,,,
000602-00-0777, C08,C03,C02,C07,C04,,,
000602-00-1276, C08,C02,C03,C04,C07,,,
000602-00-1792, C08,C02,C03,,,,,
000602-00-1975, C08,C02,C03,C07,C01,C06,C05,C04
000701-00-0286, C08,C02,C03,C07,,,,
000701-00-1167, C08,C05,C06,C03,,,,
000701-00-1850, C08,C03,C07,C05,C02,C04,C01,C06
000801-00-0116, C08,C05,C03,,,,,
000801-00-0128, C08,C02,C03,C04,,,,
000801-00-0368, C08,C02,C03,C06,C05,C04,C01,
000801-00-1033, C08,C05,C02,C03,C04,C07,,
000703-00-0043, C08,C05,C03,,,,,
000703-00-0170, C08,C03,C02,C04,C07,,,
000703-00-0406, C08,C03,C05,,,,,
000703-00-0452, C08,C03,C06,C05,C04,C02,,
000703-00-0487, C08,C03,C06,C01,C04,C05,C02,C07
001003-00-0552, C08,C02,C03,C07,C04,C05,,
001003-00-0751, C08,C05,C03,,,,,
001003-00-1345, C08,C02,C03,C04,C07,,,
001101-00-0141, C08,C06,C02,C03,C07,C04,,
001101-00-0615, C08,C03,C05,,,,,
000301-00-0822, C08,C03,C04,C05,C07,,,
000301-00-0050, C08,C03,C02,WI01,WI02,WI03,WI04,WI05
000903-00-0262, C08,C03,C06,C05,,,,
000903-00-0310, C08,C02,C06,C03,,,,
000903-00-0583, C08,C03,C05,C06,C02,,,
000903-00-0812, C08,C02,C03,C05,C07,C01,C04,C06
000903-00-0857, C05=C07,C08,C02,C03,C04,,,
000903-00-0900, C08,C03,C05,,,,,
000903-00-1095, C08,C03,C05,C04,C01,,,
000903-00-1669, C08,C02,C03,C04,C07,,,
000903-00-2286, C08,C03,C05,,,,,
000903-00-2843, C08,C02,C03,C01,C07,C04,C05,C06
000203-00-0214, C08,C03,C02,,,,,
000203-00-0257, C08,C02,C03,C01,C04,C05,C06,C07
000203-00-0420, C08,C02,C03,C04,C07,,,
000203-00-0627, C08,C03,C02,C04,C07,C06,C05,C01
000302-00-0109, C08,C03,C07,C04,C05,C06,C01,
000302-00-0334, C08,C03,C05,C01,C06,C04,C07,C02
000302-00-0855, C08,C05,C03,C06,C02,,,
000302-00-0976, C08,C03,C02,,,,,
000302-00-1371, C08,C03,,,,,,
000103-00-0146, C08,C06,C03,,,,,
000103-00-0991, C08,C03,C02,,,,,
000103-00-1188, C08,C03,C02,C07,C04,,,
000103-00-1718, C08,C03,C07,C04,C02,,,
000103-00-1983, C08,C03,C07,,,,,
000402-00-0024, C08,C03,,,,,,
000402-00-1107, C08,C03,C02,C06,C01,C07,C04,C05
000601-00-0193, C08,C02,C03,C04,C07,C06,,
000601-00-0593, C08,C05,C03,C01,C02,C06,C07,
000601-00-1465, C08,C03,C04,C07,C02,,,
000601-00-2101, C08,C03,C07,C04,C02,,,
000601-00-0008, C08,C02,C03,C04,C07,,,
000501-00-1140, C08,C05,C06,C02,C03,,,
000501-00-1635, C08,C03,C02,C05,C06,C04,,
000501-00-1934, C08,C06,C03,C04,C02,C05,C07,C01
001001-00-0177, C08,C03,C01,C02,C05,C07,,
001001-00-0203, C08,C03,C05,,,,,
001001-00-1258, C08,C03,,,,,,
001001-00-2371, C08,C03,,,,,,
001001-00-2398, C08,C02,C03,C04,C07,C06,C05,C01
000303-00-0107, C08,C06,C03,C02,C07,,,
000303-00-0158, C08,C03,C02,C07,C05,,,
000303-00-0570, C08,C03,C06,,,,,
000303-00-1183, C08,C03,,,,,,
000201-00-1148, C08,C03,C02,C04,C06,C05,C01,C07
000503-00-0198, C08,C05,C03,C07,C02,C01,C06,
000503-00-0322, C08,C02,C03,C04,C07,C06,,
000503-00-1547, C08,C05,C03,C07,,,,
001002-00-0687, C08,C03,C04,,,,,
001002-00-1043, C08,C03,,,,,,
001002-00-1156, C08,C05,C02,C03,C04,C07,C06,C01
001002-00-1445, C08,C05,C03,C02,,,,
001002-00-1908, C08,C05,C03,C07,C02,C04,,
001002-00-2713, C08,C03,C05,C02,C07,C04,C06,C01
001002-00-2847, C08,C06,C03,C04,,,,
001002-00-2874, C08,C03,C05,C04,C06,,,
000603-00-0116, C08,C03,C07,,,,,
000603-00-0155, C08,C02,C03,,,,,
000603-00-0613, C08,C02,C03,C04,C07,,,
000603-00-0809, C08,C03,C02,C05,,,,
000603-00-1041, C08,C05,C06,C03,C07,,,
000603-00-2054, C08,C06,C03,C02,C07,C05,,
000101-00-0079, C08,C03,,,,,,
000101-00-1564, C08,C03,C07,,,,,
000702-00-0033, C08,C02,C03,,,,,
000702-00-0130, C08,C05,C06,C03,,,,
000702-00-0523, C08,C03,,,,,,
000702-00-0568, C08,C03,,,,,,
000902-00-0129, C08,C03,C05,C07,C02,C04,C01,C06
000902-00-0304, C08,C03,C05,C04,C07,C01,C06,
000902-00-0809, C08,C05,C03,,,,,
000902-00-0948, C08,C02,C03,C04,,,,
000902-00-1147, C08,C03,C07,,,,,
000902-00-1961, C08,C02,C03,C05,C06,C07,C04,C01
000902-00-2214, C08,C02,C03,C04,,,,
000902-00-2259, C08,C03,C05,,,,,
000902-00-2486, C08,C02,C03,C06,C05,C04,C07,
000902-00-2847, C08,C03,,,,,,
000401-00-0855, C08,C03,C02=C04,,,,,
000401-00-0878, C08,C02,C03,C04,C07,,,
000401-00-1492, C08,C03,C07,,,,,
001103-00-0067, C08,C06,C03,,,,,
001103-00-0575, C08,C03,C07,,,,,
001103-00-0735, C08,C02,C03,,,,,
001103-00-0914, C08,C03,C06,,,,,
001103-00-1454, C08,C03,C04,C05,C06,C07,,
001103-00-1544, C08,C06,C03,C04,C07,C02,C05,C01
001103-00-0007, C08,C02,C03,C04,C05,C06,,
000502-00-0182, C08,C03,C05,,,,,
000502-00-0205, C08,C02,C03,C04,C05,C06,C07,
000502-00-0694, C08,C06,C05,C02,C03,,,
000502-00-0990, C08,C03,C04,C07,C02,C05,C06,
000802-00-0180, C08,C05,C03,,,,,
000802-00-0382, C08,C03,C01,C07,C04,C02,C05,C06
000802-00-0404, C08,C02,C03,C04,C07,,,
000802-00-0760, C08,C02,C03,C06,C01,C05,,
000802-00-0807, C08,C03,C07,,,,,
000802-00-0892, C08,C03,C02,C07,,,,
000802-00-1107, C08,C02,C03,C04,C07,,,
000802-00-1245, C08,C03,C06,C01,C05,C02,C04,C07
000802-00-1348, C08,C05,C03,C02,,,,
000802-00-1385, C08,C04,C03,C07,C05,,,
000802-00-1675, C08,C02,C03,C04,C07,,,
000802-00-1711, C08,C02,C04,C03,C07,,,
000802-00-1923, C08,C02,C03,C04,C07,C06,C05,C01
000802-00-1966, C08,C02,C03,C04,C05,C06,C07,
000802-00-2060, C08,C06,C03,,,,,
000603-00-0095, C02,C03,C04,C07=C08,C01,,,
000603-00-0307, C02,C03,C01,C04,,,,
000603-00-0554, C02,C03,C06,C04,C01,C07,,
000603-00-0806, C02,C03,C06,,,,,
000603-00-1465, C02,C03,,,,,,
000603-00-1578, C02,C03,,,,,,
000101-00-0214, C02,C03,,,,,,
000101-00-0419, C02,C03,,,,,,
000101-00-0684, C02,C03,,,,,,
000101-00-0816, C02,C06,C03,,,,,
000101-00-1598, C02,C03,,,,,,
000702-00-0204, C02,C03,,,,,,
000702-00-0746, C02,C03,,,,,,
000902-00-0160, C02,C03,,,,,,
000902-00-0510, C02,C03,C08,C07,,,,
000902-00-0584, C02,C03,C06,,,,,
000902-00-0737, C02,C03,,,,,,
000902-00-0928, C02,C03,C07,C08,C05,,,
000902-00-1111, C02,C03,C05,C04,C07,,,
000902-00-1288, C02,C03,,,,,,
000902-00-1698, C02,C03,C06,,,,,
000902-00-2176, C02,C03,,,,,,
000902-00-2766, C02,C03,C04,C06,C05,C01,C07,C08
000401-00-0558, C02,C03,,,,,,
000401-00-1132, C02,C03,C04,C07,C05,,,
000401-00-1663, C02,C03,C06,C04,,,,
001103-00-0018, C02,C03,,,,,,
001103-00-0124, C02,C03,,,,,,
001103-00-0233, C02,C03,,,,,,
001103-00-0458, C02,C03,,,,,,
001103-00-0558, C02,C03,C04,C07,C08,,,
001103-00-0619, C02,C03,,,,,,
001103-00-0721, C02,C03,C01,C06,,,,
