ID,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice,9th choice
000301-00-0333, C02,C04,,,,,,,
000301-00-0344, C02,,,,,,,,
000301-00-0350, C02,,,,,,,,
000301-00-0355, C02,,,,,,,,
000301-00-0356, C02,,,,,,,,
000301-00-0361, C02,,,,,,,,
000301-00-0363, C02,,,,,,,,
000301-00-0365, C02,,,,,,,,
000301-00-0370, C02,,,,,,,,
000301-00-0372, C02,,,,,,,,
000301-00-0374, C02,,,,,,,,
000301-00-0381, C02,,,,,,,,
000301-00-0382, C02,,,,,,,,
000301-00-0388, C02,,,,,,,,
000301-00-0389, C02,,,,,,,,
000301-00-0394, C02,C08,,,,,,,
000301-00-0398, C02,,,,,,,,
000301-00-0402, C02,,,,,,,,
000301-00-0411, C02,,,,,,,,
000301-00-0415, C02,C04,,,,,,,
000301-00-0419, C02,C04,,,,,,,
000301-00-0424, C02,,,,,,,,
000301-00-0425, C02,,,,,,,,
000301-00-0427, C02,C04,C08,C09,C07,C06,C05,C03,C01
000301-00-0430, C02,C04,,,,,,,
000301-00-0434, C02,C04,,,,,,,
000301-00-0435, C02,C04,,,,,,,
000301-00-0437, C02,C04,C05,C07,C06,C08,,,
000301-00-0441, C02,C04,C08,,,,,,
000301-00-0445, C02,C07,C04,,,,,,
000301-00-0464, C02,C04,C08,C07,,,,,
000301-00-0466, C02,C08,,,,,,,
000301-00-0468, C02,,,,,,,,
000301-00-0469, C02,,,,,,,,
000301-00-0474, C02,,,,,,,,
000301-00-0476, C02,C03,C09,C08,,,,,
000301-00-0484, C02,,,,,,,,
000301-00-0502, C02,,,,,,,,
000301-00-0504, C02,,,,,,,,
000301-00-0508, C02,C07,,,,,,,
000301-00-0509, C02,C04,C09,C08,C05,C06,C07,,
000301-00-0512, C02,,,,,,,,
000301-00-0513, C02,,,,,,,,
000301-00-0517, C02,,,,,,,,
000301-00-0522, C02,C01,,,,,,,
000301-00-0525, C02,C04,C05,C09,C01,,,,
000301-00-0528, C02,C08,,,,,,,
000301-00-0529, C02,C04,,,,,,,
000301-00-0537, C02,C07,,,,,,,
000301-00-0541, C02,,,,,,,,
000301-00-0543, C02,,,,,,,,
000301-00-0547, C02,C04,C05,C09,C08,,,,
000301-00-0549, C02,C08,C04,,,,,,
000301-00-0561, C02,C04,C09,,,,,,
000301-00-0567, C02,C09,C06,,,,,,
000301-00-0568, C02,C07,C01,,,,,,
000301-00-0572, C02,C01,,,,,,,
000301-00-0577, C02,C05,C06,,,,,,
000301-00-0581, C02,C04,C07,C01,C03,C05,,,
000301-00-0582, C02,C04,C09,C08,,,,,
000301-00-0584, C02,C04,C08,C09,C01,C03,C05,C07,
000301-00-0586, C02,,,,,,,,
000301-00-0591, C02,,,,,,,,
000301-00-0593, C02,C04,,,,,,,
000301-00-0594, C02,C04,C05,C07,C06,C03,C01,C09,C08
000301-00-0603, C02,C04,,,,,,,
000301-00-0607, C02,,,,,,,,
000301-00-0614, C02,C08,C04,,,,,,
000301-00-0620, C02,C04,C05,C06,C07,,,,
000301-00-0629, C02,,,,,,,,
000301-00-0631, C02,,,,,,,,
000301-00-0642, C02,C04,C08,C09,,,,,
000301-00-0645, C02,,,,,,,,
000301-00-0647, C02,,,,,,,,
000301-00-0652, C02,C04,C07,C08,,,,,
000301-00-0653, C02,C09,C04,C05,C08,,,,
000301-00-0655, C02,,,,,,,,
000301-00-0659, C02,C04,C07,C06,C01,,,,
000301-00-0664, C02,,,,,,,,
000301-00-0668, C02,C04,C07,,,,,,
000301-00-0670, C02,C04,C08,C09,,,,,
000301-00-0672, C02,,,,,,,,
000301-00-0674, C02,,,,,,,,
000301-00-0676, C02,,,,,,,,
000301-00-0689, C02,C04,C09,,,,,,
000301-00-0695, C02,,,,,,,,
000301-00-0705, C02,C09,,,,,,,
000301-00-0707, C02,C09,C08,,,,,,
000301-00-0709, C02,C04,,,,,,,
000301-00-0718, C02,C07,,,,,,,
000301-00-0728, C02,C08,C04,C06,,,,,
000301-00-0731, C02,,,,,,,,
000301-00-0733, C02,C04,C07,,,,,,
000301-00-0737, C02,,,,,,,,
000301-00-0741, C02,C08,C04,,,,,,
000301-00-0747, C02,,,,,,,,
000301-00-0754, C02,C05,C07,,,,,,
000301-00-0757, C02,C08,C01,C07,C04,C06,C03,,
000301-00-0764, C02,C04,C08,,,,,,
000301-00-0768, C02,C09,,,,,,,
000301-00-0773, C02,,,,,,,,
000301-00-0774, C02,C08,C09,C04,,,,,
000301-00-0777, C02,,,,,,,,
000301-00-0787, C02,,,,,,,,
000301-00-0795, C02,C08,C04,,,,,,
000301-00-0811, C02,C04,C08,,,,,,
000301-00-0816, C02,C04,,,,,,,
000301-00-0818, C02,C04,C08,C03,C07,,,,
000301-00-0820, C02,C06,C08,,,,,,
000301-00-0834, C02,C07,,,,,,,
000301-00-0839, C02,C04,,,,,,,
000301-00-0843, C02,,,,,,,,
000301-00-0846, C02,C04,,,,,,,
000301-00-0852, C02,,,,,,,,
000301-00-0854, C02,,,,,,,,
000301-00-0860, C02,C04,,,,,,,
000301-00-0862, C02,C07,C06,C09,,,,,
000301-00-0864, C02,C01,C08,C07,C09,C05,C03,C06,C04
000301-00-0868, C02,,,,,,,,
000301-00-0869, C02,C04,,,,,,,
000301-00-0876, C02,,,,,,,,
000301-00-0885, C02,C04,C09,,,,,,
000301-00-0892, C02,C04,,,,,,,
000301-00-0893, C02,,,,,,,,
000301-00-0896, C02,C04,,,,,,,
000301-00-0900, C02,C04,,,,,,,
000301-00-0912, C02,C08,C07,,,,,,
000301-00-0913, C02,C04,,,,,,,
000301-00-0916, C02,C04,C08,,,,,,
000301-00-0917, C02,C08,,,,,,,
000301-00-0920, C02,,,,,,,,
000301-00-0926, C02,,,,,,,,
000301-00-0932, C02,,,,,,,,
000301-00-0933, C02,C08,C07,C04,,,,,
000301-00-0937, C02,C04,,,,,,,
000301-00-0939, C02,C04,,,,,,,
000301-00-0940, C02,,,,,,,,
000301-00-0946, C02,,,,,,,,
000301-00-0951, C02,,,,,,,,
000301-00-0953, C02,,,,,,,,
000301-00-0955, C02,,,,,,,,
000301-00-0957, C02,C04,,,,,,,
000301-00-0961, C02,,,,,,,,
000301-00-0964, C02,,,,,,,,
000301-00-0973, C02,C04,C08,C01,C07,,,,
000301-00-1002, C02,C08,C04,C05,C01,C07,,,
000301-00-0006, C02,C08,C04,,,,,,
000603-00-0001, C02,C08,C01,,,,,,
000603-00-0024, C02,C08,,,,,,,
000603-00-0033, C02,,,,,,,,
000603-00-0045, C02,,,,,,,,
000603-00-0053, C02,,,,,,,,
000603-00-0076, C02,C07,,,,,,,
000603-00-0113, C02,C04,,,,,,,
000603-00-0122, C02,C01,C04,C06,C07,C08,C09,C05,C03
000603-00-0131, C02,C09,C07,C04,,,,,
000603-00-0190, C02,C04,C09,C08,C01,C03,,,
000603-00-0200, C02,C07,C08,,,,,,
000603-00-0220, C02,C08,C01,,,,,,
000603-00-0225, C02,C03,C04,C07,,,,,
000603-00-0261, C02,C04,C08,C09,C07,C01,C05,C03,C06
000603-00-0268, C02,C07,,,,,,,
000603-00-0276, C02,C04,,,,,,,
000603-00-0278, C02,C09,,,,,,,
000603-00-0293, C02,,,,,,,,
000603-00-0315, C02,C08,,,,,,,
000603-00-0326, C02,C08,C07,,,,,,
000603-00-0382, C02,,,,,,,,
000603-00-0415, C02,C04,C07,,,,,,
000603-00-0418, C02,C04,C09,C08,,,,,
000603-00-0420, C02,C08,C01,,,,,,
000603-00-0452, C02,,,,,,,,
000603-00-0456, C02,,,,,,,,
000603-00-0457, C02,C06,C07,C04,C09,C08,,,
000603-00-0465, C02,,,,,,,,
000603-00-0469, C02,C04,,,,,,,
000603-00-0471, C02,,,,,,,,
000603-00-0475, C02,C08,C04,C07,,,,,
000603-00-0494, C02,C07,C08,,,,,,
000603-00-0497, C02,C04,C07,C08,,,,,
000603-00-0522, C02,C05,C04,,,,,,
000603-00-0523, C02,,,,,,,,
000603-00-0541, C02,C01,C08,,,,,,
000603-00-0547, C02,C09,C07,C04,C03,,,,
000603-00-0556, C02,C04,C06,C09,,,,,
000603-00-0566, C02,C05,,,,,,,
000603-00-0571, C02,,,,,,,,
000603-00-0585, C02,C01,C07,C09,C08,,,,
000603-00-0608, C02,C04,,,,,,,
000603-00-0622, C02,,,,,,,,
000603-00-0623, C02,,,,,,,,
000603-00-0631, C02,,,,,,,,
000603-00-0634, C02,,,,,,,,
000603-00-0642, C02,,,,,,,,
000603-00-0659, C02,C06,,,,,,,
000603-00-0662, C02,C01,,,,,,,
000603-00-0666, C02,C04,C07,C08,,,,,
000603-00-0682, C02,C01,C08,,,,,,
000603-00-0695, C02,,,,,,,,
000603-00-0702, C02,,,,,,,,
000603-00-0704, C02,,,,,,,,
000603-00-0730, C02,C07,C03,C08,,,,,
000603-00-0734, C02,,,,,,,,
000603-00-0742, C02,C07,,,,,,,
000603-00-0745, C02,C04,,,,,,,
000603-00-0776, C02,C04,C08,,,,,,
000603-00-0797, C02,C07,C01,C03,C04,C08,,,
000603-00-0812, C02,C04,C08,,,,,,
000603-00-0814, C02,C08,,,,,,,
000603-00-0816, C02,,,,,,,,
000603-00-0820, C02,C08,C04,,,,,,
000603-00-0833, C02,C04,,,,,,,
000603-00-0842, C02,C04,C07,,,,,,
000603-00-0843, C02,C04,C08,,,,,,
000603-00-0872, C02,C07,C08,C05,C03,C04,,,
000603-00-0883, C02,C08,,,,,,,
000603-00-0906, C02,C07,C05,C08,C09,C04,C03,C01,
000603-00-0941, C02,C08,,,,,,,
000603-00-0943, C02,,,,,,,,
000603-00-0974, C02,C08,C04,C07,C09,,,,
000603-00-1008, C02,C04,C08,C07,,,,,
000603-00-1018, C02,C08,C04,C09,,,,,
000603-00-1025, C02,,,,,,,,
000603-00-1027, C02,C08,C07,,,,,,
000603-00-1087, C02,C08,C01,C04,C09,,,,
000603-00-1098, C02,C09,C07,C06,C03,,,,
000603-00-1102, C02,C07,C04,C05,,,,,
000603-00-1108, C02,C07,,,,,,,
000603-00-1140, C02,C08,C03,C07,C09,C04,C05,C06,
000603-00-1155, C02,C05,C07,C06,,,,,
000603-00-1160, C02,C04,C08,C09,,,,,
000603-00-1181, C02,C07,C01,,,,,,
000602-00-0009, C02,,,,,,,,
000602-00-0071, C02,C07,C08,,,,,,
000602-00-0081, C02,C04,C07,,,,,,
000602-00-0082, C02,C04,C07,,,,,,
000602-00-0099, C02,C09,C04,C01,,,,,
000602-00-0129, C02,,,,,,,,
000602-00-0141, C02,C08,C04,,,,,,
000602-00-0176, C02,C03,C08,C09,C04,C07,C06,C01,
000602-00-0182, C02,,,,,,,,
000602-00-0184, C02,C08,C03,C09,C05,C04,,,
000602-00-0201, C02,C09,,,,,,,
000602-00-0289, C02,C06,,,,,,,
000602-00-0308, C02,C04,C08,C09,,,,,
000602-00-0333, C02,C03,C04,C05,,,,,
000602-00-0337, C02,C09,C08,,,,,,
000602-00-0351, C02,,,,,,,,
000602-00-0370, C02,C07,,,,,,,
000602-00-0378, C02,C06,,,,,,,
000602-00-0387, C02,C06,C09,C04,C08,C03,,,
000602-00-0413, C02,,,,,,,,
000602-00-0493, C02,,,,,,,,
000602-00-0560, C02,C09,C08,,,,,,
000602-00-0582, C02,C03,C04,C08,C09,C07,C06,C05,C01
000602-00-0608, C02,C03,C06,C04,C07,C08,C09,C01,C05
000602-00-0648, C02,,,,,,,,
000602-00-0668, C02,,,,,,,,
000602-00-0742, C02,C04,C08,,,,,,
000602-00-0770, C02,C04,C08,C09,,,,,
000602-00-0796, C02,C08,C04,C03,C01,C09,C05,C07,C06
000602-00-0798, C02,C08,C09,C04,C07,,,,
000602-00-0809, C02,,,,,,,,
000602-00-0915, C02,C09,C05,C04,C01,C06,C08,C03,C07
000702-00-0074, C02,C09,C08,C07,,,,,
000702-00-0150, C02,C04,,,,,,,
000702-00-0181, C02,C04,C09,C05,,,,,
000702-00-0200, C02,,,,,,,,
000802-00-0048, C02,,,,,,,,
000802-00-0054, C02,,,,,,,,
000802-00-0081, C02,,,,,,,,
000802-00-0125, C02,C05,,,,,,,
000802-00-0136, C02,C04,C08,,,,,,
000802-00-0249, C02,C03,C01,C07,C04,C08,C05,,
000802-00-0306, C02,,,,,,,,
000802-00-0310, C02,C08,C09,C03,C01,,,,
000802-00-0313, C02,C08,C01,C03,,,,,
000802-00-0401, C02,,,,,,,,
000802-00-0432, C02,,,,,,,,
000802-00-0502, C02,C07,C08,,,,,,
000802-00-0574, C02,C08,,,,,,,
000802-00-0678, C02,,,,,,,,
000802-00-0725, C02,C04,,,,,,,
000802-00-0064, C02,C04,,,,,,,
001003-00-0007, C02,C04,,,,,,,
001003-00-0010, C02,,,,,,,,
001003-00-0025, C02,C07,C08,,,,,,
001003-00-0042, C02,C04,C09,C08,,,,,
001003-00-0045, C02,C08,C09,,,,,,
001003-00-0060, C02,,,,,,,,
001003-00-0152, C02,C04,C08,C09,,,,,
001003-00-0177, C02,C08,C07,C03,C04,C06,C01,,
001003-00-0240, C02,,,,,,,,
001003-00-0242, C02,,,,,,,,
001003-00-0306, C02,C04,C09,,,,,,
001003-00-0309, C02,C08,C01,,,,,,
001003-00-0313, C02,C04,C08,C05,,,,,
001003-00-0318, C02,C08,C09,C01,C03,C04,C05,C06,C07
001003-00-0358, C02,,,,,,,,
001003-00-0376, C02,C04,C07,C08,C09,C01,C05,,
001003-00-0385, C02,,,,,,,,
001003-00-0418, C02,C04,,,,,,,
001003-00-0473, C02,C04,C08,C09,,,,,
001003-00-0475, C02,C08,C03,,,,,,
001003-00-0479, C02,C08,C04,C03,,,,,
001003-00-0483, C02,C04,C08,C09,,,,,
001003-00-0486, C02,,,,,,,,
001003-00-0488, C02,,,,,,,,
001003-00-0490, C02,C04,C08,C09,,,,,
001003-00-0493, C02,C04,C08,C09,,,,,
001003-00-0496, C02,C08,C04,,,,,,
001003-00-0502, C02,C03,C04,C06,C05,C07,C08,C09,C01
001003-00-0507, C02,,,,,,,,
001003-00-0514, C02,C04,C08,C01,,,,,
001003-00-0560, C02,C04,C09,,,,,,
001003-00-0590, C02,,,,,,,,
001003-00-0592, C02,C04,C09,,,,,,
001003-00-0631, C02,,,,,,,,
001003-00-0666, C02,,,,,,,,
001003-00-0698, C02,C05,,,,,,,
001003-00-0701, C02,C06,C07,C03,C08,,,,
001003-00-0721, C02,C08,C04,C03,C09,C05,,,
001003-00-0745, C02,C07,C01,C08,,,,,
001003-00-0760, C02,C08,,,,,,,
001003-00-0793, C02,C04,C08,C01,,,,,
001003-00-0857, C02,C05,C07,,,,,,
001003-00-0862, C02,C03,C07,C01,,,,,
001003-00-0872, C02,C09,C04,C08,C01,C07,C06,C05,C03
001003-00-0910, C02,,,,,,,,
001003-00-0937, C02,,,,,,,,
001003-00-0939, C02,,,,,,,,
001003-00-0946, C02,C05,C07,C03,C06,,,,
001003-00-0964, C02,C04,C07,,,,,,
001003-00-0970, C02,,,,,,,,
001003-00-1002, C02,C09,C01,C07,C06,C04,C05,C08,C03
001003-00-1024, C02,C08,C09,C04,C03,C07,C06,C05,
001003-00-1037, C02,C09,C08,C04,,,,,
001003-00-1052, C02,,,,,,,,
001003-00-1125, C02,,,,,,,,
001003-00-1128, C02,C05,C08,C01,C07,C03,C09,C04,C06
001003-00-1158, C02,C04,C09,C08,C07,C06,,,
000601-00-0011, C02,C07,C04,,,,,,
000601-00-0039, C02,C04,,,,,,,
000601-00-0059, C02,C04,,,,,,,
000601-00-0074, C02,C04,C07,C08,,,,,
000601-00-0100, C02,C04,C08,C07,,,,,
000601-00-0102, C02,C04,C08,C07,,,,,
000601-00-0103, C02,C04,,,,,,,
000601-00-0107, C02,C04,,,,,,,
000601-00-0109, C02,,,,,,,,
000601-00-0117, C02,,,,,,,,
000601-00-0131, C02,,,,,,,,
000601-00-0160, C02,C07,,,,,,,
000601-00-0172, C02,,,,,,,,
000601-00-0173, C02,,,,,,,,
000601-00-0190, C02,,,,,,,,
000601-00-0211, C02,C07,C04,,,,,,
000601-00-0221, C02,,,,,,,,
000601-00-0223, C02,C08,C09,C04,,,,,
000601-00-0225, C02,,,,,,,,
000601-00-0227, C02,C07,C08,C04,,,,,
000601-00-0252, C02,C09,,,,,,,
000601-00-0272, C02,C08,,,,,,,
000601-00-0273, C02,,,,,,,,
000601-00-0288, C02,C07,C03,C09,C04,,,,
000601-00-0292, C02,C09,C08,C04,,,,,
000601-00-0316, C02,,,,,,,,
000601-00-0319, C02,,,,,,,,
000601-00-0335, C02,C04,C08,C09,,,,,
000601-00-0341, C02,C08,C07,C03,C09,C05,C01,C06,C04
000601-00-0345, C02,C05,C04,,,,,,
000601-00-0365, C02,C04,,,,,,,
000601-00-0373, C02,,,,,,,,
000601-00-0384, C02,C06,,,,,,,
000601-00-0386, C02,,,,,,,,
000601-00-0397, C02,C07,,,,,,,
000601-00-0400, C02,C03,,,,,,,
000601-00-0401, C02,,,,,,,,
000601-00-0413, C02,,,,,,,,
000601-00-0427, C02,,,,,,,,
000601-00-0443, C02,,,,,,,,
000601-00-0452, C02,,,,,,,,
000601-00-0454, C02,,,,,,,,
000601-00-0472, C02,,,,,,,,
000601-00-0486, C02,C01,C04,C07,C05,,,,
000601-00-0489, C02,C08,C09,C04,,,,,
000601-00-0503, C02,,,,,,,,
000601-00-0530, C02,C05,,,,,,,
000601-00-0566, C02,C04,C08,,,,,,
000601-00-0605, C02,C01,C07,,,,,,
000601-00-0633, C02,,,,,,,,
000601-00-0635, C02,,,,,,,,
000601-00-0637, C02,C07,C08,C09,C04,,,,
000601-00-0652, C02,C08,C07,C04,C09,,,,
000601-00-0659, C02,C08,C07,,,,,,
000601-00-0666, C02,C08,C09,C03,C04,C05,C07,C06,
000601-00-0682, C02,C07,C05,,,,,,
000601-00-0689, C02,C07,C03,,,,,,
000601-00-0692, C02,C07,C08,C04,C09,,,,
000601-00-0712, C02,C04,,,,,,,
000601-00-0716, C02,C04,,,,,,,
000601-00-0720, C02,,,,,,,,
000601-00-0723, C02,,,,,,,,
000601-00-0724, C02,,,,,,,,
000601-00-0727, C02,,,,,,,,
000601-00-0731, C02,C08,C09,,,,,,
000601-00-0763, C02,C07,C08,,,,,,
000601-00-0784, C02,,,,,,,,
000601-00-0786, C02,C08,C01,,,,,,
000601-00-0788, C02,C08,C04,C09,,,,,
000601-00-0790, C02,C01,C08,,,,,,
000601-00-0803, C02,C04,C08,C09,,,,,
000601-00-0808, C02,,,,,,,,
000601-00-0817, C02,C03,C04,C05,C06,,,,
000601-00-0846, C02,C06,,,,,,,
000601-00-0850, C02,C04,C08,,,,,,
000601-00-0861, C02,C08,C04,C09,,,,,
000601-00-0864, C02,C03,C04,,,,,,
000601-00-0873, C02,C04,,,,,,,
000601-00-0893, C02,C09,C04,C07,C08,C01,C06,C03,
000601-00-0901, C02,C04,,,,,,,
000601-00-0904, C02,C04,C08,,,,,,
000601-00-0915, C02,C04,,,,,,,
000601-00-0921, C02,C08,C04,C09,,,,,
000601-00-0942, C02,C04,,,,,,,
000601-00-0961, C02,C08,C09,C04,,,,,
000601-00-0981, C02,C04,C08,,,,,,
000601-00-0985, C02,C03,C08,C09,,,,,
000601-00-0989, C02,C04,C08,C09,,,,,
000601-00-1013, C02,C07,C08,C04,,,,,
000601-00-1026, C02,C07,C04,,,,,,
000601-00-1034, C02,,,,,,,,
000601-00-1038, C02,C04,,,,,,,
000601-00-1046, C02,C03,C08,C07,C09,,,,
000601-00-1048, C02,C04,C07,C08,C05,,,,
000601-00-1054, C02,,,,,,,,
000601-00-1068, C02,C04,C09,C08,C03,C07,C06,C01,C05
000601-00-1078, C02,C04,C09,C08,C07,C01,C03,C05,C06
000601-00-1098, C02,C04,C01,C03,C07,,,,
000601-00-1101, C02,C05,C08,C07,,,,,
000601-00-1125, C02,,,,,,,,
000601-00-1137, C02,C08,C09,,,,,,
000601-00-1175, C02,C04,C08,,,,,,
000601-00-0082, C02,C07,WI01,C09,,,,,
000403-00-0001, C04,C08,C09,,,,,,
000403-00-0007, C04,C02,C05,,,,,,
000403-00-0028, C04,C08,C09,C02,,,,,
000403-00-0082, C04,,,,,,,,
000403-00-0088, C04,C09,C08,,,,,,
000403-00-0094, C04,C05,C07,C08,C09,C03,,,
000403-00-0106, C04,C08,C02,C09,C05,C07,C06,C03,C01
000403-00-0126, C04,C06,,,,,,,
000403-00-0135, C04,C09,C08,,,,,,
000403-00-0141, C04,,,,,,,,
000403-00-0145, C04,C08,C09,C02,,,,,
000403-00-0147, C04,C02,,,,,,,
000403-00-0150, C04,C02,C06,C05,C07,C09,C03,C01,C08
000403-00-0173, C04,C02,C08,,,,,,
000403-00-0179, C04,C08,C06,C03,C05,C09,C01,C02,
000403-00-0186, C04,C09,C08,,,,,,
000403-00-0194, C04,,,,,,,,
000403-00-0204, C04,,,,,,,,
000403-00-0210, C04,C06,,,,,,,
000403-00-0212, C04,C05,C06,,,,,,
000403-00-0214, C04,C02,C07,C03,C08,C09,,,
000403-00-0220, C04,,,,,,,,
000403-00-0223, C04,C02,C08,,,,,,
000403-00-0227, C04,C02,C09,,,,,,
000403-00-0238, C04,,,,,,,,
000403-00-0239, C04,C03,C06,C08,C02,C01,C05,C09,C07
000403-00-0251, C04,C02,,,,,,,
000403-00-0257, C04,,,,,,,,
000403-00-0260, C04,C08,,,,,,,
000403-00-0273, C04,C09,C01,C06,C02,C08,,,
000403-00-0278, C04,,,,,,,,
000403-00-0294, C04,C08,C09,C02,,,,,
000403-00-0298, C04,,,,,,,,
000403-00-0346, C04,C08,C09,C02,C05,C06,C07,C01,C03
000403-00-0354, C04,C08,,,,,,,
000403-00-0355, C04,C02,C09,C08,,,,,
000403-00-0369, C04,C01,C08,,,,,,
000403-00-0020, C04,C08,WI01,,,,,,
000203-00-0040, C04,C02,C09,C08,,,,,
000203-00-0090, C04,C09,,,,,,,
000203-00-0092, C04,C06,,,,,,,
000203-00-0093, C04,C02,C08,C09,,,,,
000203-00-0107, C04,C09,,,,,,,
000203-00-0122, C04,C08,C02,,,,,,
000203-00-0144, C04,C06,C08,,,,,,
000203-00-0161, C04,C08,C09,C02,C03,,,,
000203-00-0172, C04,C08,C09,C02,,,,,
000203-00-0182, C04,C03,C07,C08,C09,C01,C02,C05,C06
000203-00-0204, C04,C02,C08,,,,,,
000203-00-0219, C04,C08,C09,,,,,,
000502-00-0009, C04,,,,,,,,
000502-00-0011, C04,C09,,,,,,,
000502-00-0015, C04,C06,,,,,,,
000502-00-0024, C04,C08,C02,,,,,,
000502-00-0031, C04,C02,C09,,,,,,
000502-00-0038, C04,C02,C09,,,,,,
000502-00-0040, C04,C02,C07,,,,,,
000502-00-0079, C04,C07,C05,,,,,,
000502-00-0095, C04,C08,C02,,,,,,
000502-00-0105, C04,C09,C01,C07,C05,,,,
000502-00-0131, C04,C07,C08,,,,,,
000502-00-0157, C04,C09,C07,C06,C03,C08,C05,C02,C01
000502-00-0172, C04,C08,C09,C02,C07,,,,
000502-00-0173, C04,C02,,,,,,,
000502-00-0206, C04,C02,C07,,,,,,
000502-00-0226, C04,C02,C08,C09,C01,C07,C06,C03,C05
000502-00-0240, C04,C09,C06,,,,,,
000502-00-0251, C04,C07,C08,,,,,,
000502-00-0253, C04,C08,C09,C02,C06,,,,
000502-00-0269, C04,C09,C06,C08,C07,,,,
000502-00-0276, C04,C08,C09,,,,,,
000502-00-0292, C04,C09,,,,,,,
000502-00-0305, C04,,,,,,,,
000502-00-0309, C04,,,,,,,,
000502-00-0325, C04,,,,,,,,
000502-00-0332, C04,C08,C09,C02,,,,,
000502-00-0364, C04,,,,,,,,
000502-00-0380, C04,C02,C09,C08,,,,,
000502-00-0382, C04,,,,,,,,
000502-00-0388, C04,C07,C02,,,,,,
000502-00-0392, C04,C02,C08,C09,C05,C07,C06,C01,C03
000502-00-0416, C04,C06,C08,,,,,,
000502-00-0439, C04,,,,,,,,
000502-00-0443, C04,C06,C08,,,,,,
000502-00-0454, C04,C03,C02,C01,C09,C08,C07,C06,C05
000502-00-0456, C04,C08,C03,C07,,,,,
000502-00-0465, C04,,,,,,,,
000502-00-0468, C04,,,,,,,,
000502-00-0489, C04,C01,C07,,,,,,
000502-00-0491, C04,,,,,,,,
000502-00-0501, C04,C09,C02,C01,,,,,
000502-00-0503, C04,,,,,,,,
000502-00-0505, C04,C07,C05,C08,C09,C03,,,
000502-00-0506, C04,C06,C08,,,,,,
000502-00-0509, C04,C08,C09,C02,C07,,,,
000502-00-0513, C04,C01,C06,,,,,,
000502-00-0520, C04,,,,,,,,
000502-00-0521, C04,,,,,,,,
000502-00-0522, C04,C09,C02,C08,C03,C05,C07,C06,C01
000502-00-0524, C04,C06,C08,C02,,,,,
000502-00-0532, C04,,,,,,,,
000502-00-0535, C04,C09,C02,,,,,,
000502-00-0547, C04,C02,C08,C09,C05,C03,C06,,
000502-00-0551, C04,,,,,,,,
000502-00-0554, C04,C09,C01,C08,,,,,
000502-00-0559, C04,,,,,,,,
000502-00-0569, C04,C06,C09,,,,,,
000502-00-0596, C04,C02,,,,,,,
000502-00-0607, C04,C02,C09,C08,,,,,
000502-00-0611, C04,C03,C02,C07,C09,C08,,,
000502-00-0621, C04,C02,C09,C08,C07,C03,C06,C01,C05
000502-00-0631, C04,C07,C08,C01,C02,,,,
000502-00-0641, C04,C02,,,,,,,
000502-00-0643, C04,,,,,,,,
000502-00-0657, C04,C01,C08,C02,,,,,
000502-00-0660, C04,C05,C08,C02,,,,,
000502-00-0663, C04,C02,C08,C07,C05,C03,C09,,
000502-00-0678, C04,,,,,,,,
000502-00-0681, C04,,,,,,,,
000502-00-0692, C04,C08,C02,,,,,,
000502-00-0700, C04,C08,C02,C07,,,,,
000502-00-0718, C04,C08,,,,,,,
000502-00-0721, C04,C02,C08,,,,,,
000502-00-0730, C04,C09,C02,,,,,,
000502-00-0736, C04,,,,,,,,
000502-00-0751, C04,C01,C03,C05,C06,C07,,,
000502-00-0754, C04,C02,C09,C08,C06,C01,,,
000502-00-0770, C04,,,,,,,,
000502-00-0773, C04,,,,,,,,
000502-00-0777, C04,,,,,,,,
000502-00-0784, C04,C06,C09,,,,,,
000502-00-0801, C04,C09,C06,C08,C03,C01,,,
000502-00-0829, C04,C09,C03,C01,,,,,
000502-00-0830, C04,C02,C08,C09,,,,,
000502-00-0831, C04,C09,C03,C07,C08,C02,,,
000502-00-0839, C04,C08,C02,,,,,,
000502-00-0846, C04,C09,C08,,,,,,
000502-00-0855, C04,C02,C08,C09,C07,C03,C05,,
000502-00-0860, C04,C07,C09,C02,,,,,
000502-00-0882, C04,C08,C02,,,,,,
000502-00-0883, C04,C02,C01,,,,,,
000502-00-0893, C04,C08,C02,,,,,,
000502-00-0903, C04,C02,C09,C08,C07,C05,C03,C01,C06
000502-00-0911, C04,C02,C08,C09,C01,C03,C05,C06,C07
000502-00-0918, C04,,,,,,,,
000502-00-0962, C04,,,,,,,,
000502-00-0967, C04,C03,C02,,,,,,
000502-00-0971, C04,,,,,,,,
000502-00-0988, C04,C06,,,,,,,
000502-00-1010, C04,C02,C09,,,,,,
000502-00-1035, C04,C02,C08,C09,,,,,
000502-00-1052, C04,,,,,,,,
000502-00-1054, C04,C05,C06,C07,C03,C01,C02,C08,C09
000502-00-1056, C04,,,,,,,,
000502-00-1071, C04,C02,C09,C08,,,,,
000502-00-1075, C04,C09,,,,,,,
000502-00-1081, C04,,,,,,,,
000502-00-1085, C04,C02,C08,C01,C07,C05,C06,C03,C09
000502-00-1086, C04,,,,,,,,
000502-00-1088, C04,C08,C09,,,,,,
000502-00-1120, C04,C02,C09,C08,C07,C06,C01,C03,C05
000502-00-1125, C04,C06,,,,,,,
000502-00-1131, C04,C03,C06,C05,C07,C08,C09,C01,C02
