ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice,20th Choice,21st Choice,22nd Choice,23rd Choice
001001-00-1381,C10,,,,,,,,,,,,,,,,,,,,,,
001001-00-1383,C03,C01,C04,,,,,,,,,,,,,,,,,,,,
001001-00-1385,C06,C08,,,,,,,,,,,,,,,,,,,,,
001001-00-1388,C02,C14,C19,C15,C10,C03,C06,,,,,,,,,,,,,,,,
001001-00-1389,C02,C04,C08,C14,C01,C10,C22,C03,C19,,,,,,,,,,,,,,
001001-00-1392,C15,C03,,,,,,,,,,,,,,,,,,,,,
001001-00-1393,C14,C03,,,,,,,,,,,,,,,,,,,,,
001001-00-1394,C22,C14,C06,C03,C05,C08,C19,,,,,,,,,,,,,,,,
001001-00-1397,C21,C04,C19,C12,C06,C14,,,,,,,,,,,,,,,,,
001001-00-1399,C08,C04,C14,,,,,,,,,,,,,,,,,,,,
001001-00-1400,C10,C19,C03,C20,C15,C12,C01,,,,,,,,,,,,,,,,
001001-00-1402,C10,C19,C03,C20,C15,C12,C01,,,,,,,,,,,,,,,,
001001-00-1404,C14,,,,,,,,,,,,,,,,,,,,,,
001001-00-1406,C06,C19,C21,,,,,,,,,,,,,,,,,,,,
001001-00-1409,C14,C20,C01,,,,,,,,,,,,,,,,,,,,
001001-00-1411,C10,C08,C14,C04,C02,C22,,,,,,,,,,,,,,,,,
001001-00-1412,C14,C06,C08,C20,,,,,,,,,,,,,,,,,,,
001001-00-1414,C20,C15,C19,C12,C10,C03,C02,C01,,,,,,,,,,,,,,,
001001-00-1416,C15,C19,C03,C10,,,,,,,,,,,,,,,,,,,
001001-00-1419,C15,C02,C04,C14,C19,C08,C03,,,,,,,,,,,,,,,,
001001-00-1420,C01,C02,C03,C10,C12,C14,C15,C19,C20,,,,,,,,,,,,,,
001001-00-1422,C15,C01,C02,,,,,,,,,,,,,,,,,,,,
001001-00-1425,C15,C12,C20,C01,,,,,,,,,,,,,,,,,,,
001001-00-1426,C01,C10,C03,C15,C19,C02,,,,,,,,,,,,,,,,,
001001-00-1428,C04,C03,,,,,,,,,,,,,,,,,,,,,
001001-00-1430,C21,C02,C04,C08,,,,,,,,,,,,,,,,,,,
001001-00-1433,C08,C04,C14,C06,C10,C15,C20,C21,,,,,,,,,,,,,,,
001001-00-1435,C15,C12,C19,C01,C04,,,,,,,,,,,,,,,,,,
001001-00-1437,C10,C21,C15,C03,,,,,,,,,,,,,,,,,,,
001001-00-1439,C01,C04,C19,C15,,,,,,,,,,,,,,,,,,,
001001-00-1441,C21,C15,C10,C19,C01,C12,,,,,,,,,,,,,,,,,
001001-00-1443,C16,C06,C14,C07,C03,C08,C10,C12,C21,,,,,,,,,,,,,,
001001-00-1444,C19,C21,C15,C06,,,,,,,,,,,,,,,,,,,
001001-00-1446,C19,C12,C03,C09,C17,C11,C14,C22,C23,C04,C07,,,,,,,,,,,,
001001-00-1448,C03,C12,C19,C10,C14,,,,,,,,,,,,,,,,,,
001001-00-1449,C15,C19,C06,C10,,,,,,,,,,,,,,,,,,,
001001-00-1450,C10,,,,,,,,,,,,,,,,,,,,,,
001001-00-1452,C03,C02,C12,C15,C21,C04,C10,C14,C20,C19,,,,,,,,,,,,,
001001-00-1455,C12,C14,C19,C03,C21,C01,C15,,,,,,,,,,,,,,,,
001001-00-1456,C19,C01,C02,C10,C15,C21,,,,,,,,,,,,,,,,,
001001-00-1458,C03,C08,C02,C15,C14,C23,,,,,,,,,,,,,,,,,
001001-00-1461,C02,C03,C04,C19,C08,C12,C14,C22,C10,,,,,,,,,,,,,,
001001-00-1463,C14,C06,C22,,,,,,,,,,,,,,,,,,,,
001001-00-1464,C10,C09,C19,C08,C05,C03,C02,C01,C14,C15,,,,,,,,,,,,,
001001-00-1467,C12,C19,C20,C01,C15,,,,,,,,,,,,,,,,,,
001001-00-1468,C02,C21,C12,C10,C20,C01,,,,,,,,,,,,,,,,,
001001-00-1470,C21,C10,C12,C14,C15,C03,C02,C19,C20,,,,,,,,,,,,,,
001001-00-1472,C19,C03,C21,C02,C14,,,,,,,,,,,,,,,,,,
001001-00-1475,C02,C08,C04,C17,C19,C03,C01,C13,,,,,,,,,,,,,,,
001001-00-1476,C14,C12,,,,,,,,,,,,,,,,,,,,,
001001-00-1478,C14,C10,C01,C17,,,,,,,,,,,,,,,,,,,
001001-00-1479,C03,C12,C19,C06,C20,C02,,,,,,,,,,,,,,,,,
001001-00-1482,C17,,,,,,,,,,,,,,,,,,,,,,
001001-00-1484,C04,C20,C08,C11,C07,C05,C23,C18,C17,C16,C13,C21,,,,,,,,,,,
001001-00-1486,C21,C15,C04,C03,C02,C14,C22,C10,C08,C06,,,,,,,,,,,,,
001001-00-1487,C15,C04,C14,C06,C23,C21,C08,C19,C03,C10,C01,,,,,,,,,,,,
001001-00-1490,C10,C08,C14,C04,C02,C22,,,,,,,,,,,,,,,,,
001001-00-1492,C03,C13,,,,,,,,,,,,,,,,,,,,,
001001-00-1494,C14,C04,C08,C02,C22,C05,C10,C20,,,,,,,,,,,,,,,
001001-00-1495,C14,C04,C08,C02,C22,C05,C10,C20,,,,,,,,,,,,,,,
001001-00-1497,C04,C08,C14,C02,C17,C11,C22,C07,C06,C09,C23,C05,C18,C21,,,,,,,,,
001001-00-1499,C10,C03,C15,C19,C04,C21,C06,C12,C01,C08,,,,,,,,,,,,,
001001-00-1501,C22,C06,C07,C09,C04,C08,C05,C14,C21,C03,C10,,,,,,,,,,,,
001001-00-1503,C03,C12,,,,,,,,,,,,,,,,,,,,,
001001-00-1504,C15,C19,C03,C01,C10,C20,,,,,,,,,,,,,,,,,
001001-00-1507,C19,,,,,,,,,,,,,,,,,,,,,,
001001-00-1509,C03,C10,C12,C14,C15,C19,C20,,,,,,,,,,,,,,,,
001001-00-1511,C10,C19,C15,C03,C20,C23,,,,,,,,,,,,,,,,,
001001-00-1514,C12,C18,C06,C19,C20,C10,C02,C08,C13,C14,C01,,,,,,,,,,,,
001001-00-1515,C03,C19,C20,C15,,,,,,,,,,,,,,,,,,,
001001-00-1517,C04,C06,C02,C14,C15,C19,C22,,,,,,,,,,,,,,,,
001001-00-1520,C20,C18,C21,C19,C10,C14,,,,,,,,,,,,,,,,,
001001-00-1521,C10,C05,C08,C14,C15,C19,,,,,,,,,,,,,,,,,
001001-00-1524,C19,C08,C04,C22,C01,C02,C21,C14,C03,,,,,,,,,,,,,,
001001-00-1525,C10,C21,C14,C03,,,,,,,,,,,,,,,,,,,
001001-00-1528,C10,C21,C03,C14,,,,,,,,,,,,,,,,,,,
001001-00-1530,C03,C21,C20,C19,C01,C09,C14,C10,C12,C15,C02,C06,C08,C07,C05,C04,C23,C22,C16,,,,
001001-00-1531,C08,C14,C03,C02,C10,C13,C15,C17,C19,C21,C20,C01,C23,C04,C09,C12,C07,C06,C05,,,,
001001-00-0040,C10,C08,C13,C21,C05,C06,C11,C14,C16,C15,C18,C19,C20,C22,C23,C01,C02,C03,C04,C07,C09,WI0,
001001-00-0041,C03,,,,,,,,,,,,,,,,,,,,,,
001001-00-0042,C22,C06,C07,C08,C21,C04,C09,C05,C14,C03,C10,,,,,,,,,,,,
001001-00-0043,C14,C06,C22,C02,C04,C08,C15,C19,C21,WI0,,,,,,,,,,,,,
001001-00-0044,C12,C20,C04,C10,C15,C01,C13,C02,,,,,,,,,,,,,,,
001001-00-0045,C19,C14,C21,C03,WI0,,,,,,,,,,,,,,,,,,
001001-00-0046,C14,C19,WI0,,,,,,,,,,,,,,,,,,,,
001001-00-0047,WI0,C14,C13,C19,C21,,,,,,,,,,,,,,,,,,
001001-00-0048,C14,C06,C22,C21,C05,C08,C19,C20,C01,C02,C03,C10,C12,WI0,,,,,,,,,
001001-00-0049,WI0,C10,C13,C06,,,,,,,,,,,,,,,,,,,
001001-00-0050,C10,C14,C06,C21,C04,C16,C08,C03,C01,C18,,,,,,,,,,,,,
001001-00-0001,C03,C19,C20,C21,,,,,,,,,,,,,,,,,,,
001001-00-0007,C10,C12,C03,C19,,,,,,,,,,,,,,,,,,,
001001-00-0008,C12,C10,,,,,,,,,,,,,,,,,,,,,
000304-00-0003,C04,C12,C01,C03,C21,C19,C06,C14,C15,,,,,,,,,,,,,,
000304-00-0005,C03,C10,C01,C15,C04,C19,C06,C20,C22,,,,,,,,,,,,,,
000304-00-0006,C19,C21,C20,,,,,,,,,,,,,,,,,,,,
000304-00-0008,C12,C02,C21,C19,C01,C10,C15,C04,C03,,,,,,,,,,,,,,
000304-00-0009,C21,C03,,,,,,,,,,,,,,,,,,,,,
000304-00-0011,C12,C03,C10,,,,,,,,,,,,,,,,,,,,
000304-00-0013,C21,C22,C06,C19,,,,,,,,,,,,,,,,,,,
000304-00-0016,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C01,C02,C03,C04,C05,C06,C07,C08,C09
000304-00-0017,C01,C19,C03,,,,,,,,,,,,,,,,,,,,
000304-00-0020,C14,C22,C06,C02,C08,C04,C18,C11,,,,,,,,,,,,,,,
000304-00-0021,C04,C21,C03,C14,,,,,,,,,,,,,,,,,,,
000304-00-0024,C14,C07,C06,C02,C05,C09,C21,C08,,,,,,,,,,,,,,,
000304-00-0025,C21,C04,C02,C07,,,,,,,,,,,,,,,,,,,
000304-00-0028,C06,C03,C21,C19,C15,C01,C10,C20,C02,C12,C14,C04,C11,,,,,,,,,,
000304-00-0030,C02,C08,C14,C22,C04,,,,,,,,,,,,,,,,,,
000304-00-0031,C23,C04,C02,C21,C03,,,,,,,,,,,,,,,,,,
000304-00-0033,C20,C03,,,,,,,,,,,,,,,,,,,,,
000304-00-0035,C20,C19,C01,C03,C10,C14,C17,C15,C02,C12,C21,,,,,,,,,,,,
000304-00-0037,C12,C20,C21,C19,C01,C10,,,,,,,,,,,,,,,,,
000304-00-0039,C20,C21,C15,C14,C19,,,,,,,,,,,,,,,,,,
000304-00-0042,C01,C19,C15,C12,C10,,,,,,,,,,,,,,,,,,
000304-00-0045,C15,C06,C03,C19,C10,C21,C12,C02,C04,,,,,,,,,,,,,,
000304-00-0046,C19,C20,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C21,C22,C23,C01,C02
000304-00-0049,C02,C21,C08,C04,C14,C11,C19,C16,,,,,,,,,,,,,,,
000304-00-0051,C21,C15,C05,C10,C04,C03,C12,C22,C14,C13,C09,C08,C07,,,,,,,,,,
000304-00-0054,C15,C20,C06,C21,C01,C10,C12,C03,C02,,,,,,,,,,,,,,
000304-00-0055,C15,C21,C03,C19,C12,C07,C01,C20,C10,,,,,,,,,,,,,,
000304-00-0057,C03,C15,C10,C19,C12,C20,C01,C06,,,,,,,,,,,,,,,
000304-00-0058,C12,C01,C19,C15,C20,C10,C14,C02,C03,,,,,,,,,,,,,,
000304-00-0061,C14,C06,C22,C08,C19,C02,C03,C04,C20,C21,C01,C10,,,,,,,,,,,
000304-00-0063,C03,C12,C14,C19,C20,C01,C10,C22,C21,C15,C04,C07,C08,C11,,,,,,,,,
000304-00-0065,C01,C20,,,,,,,,,,,,,,,,,,,,,
000304-00-0067,C03,C10,C01,C15,C04,C19,C06,C20,C22,,,,,,,,,,,,,,
000304-00-0068,C22,C06,C02,C15,C14,C21,C01,C04,C03,C10,C12,C19,,,,,,,,,,,
000304-00-0070,C20,,,,,,,,,,,,,,,,,,,,,,
000304-00-0071,C12,C03,C15,C10,,,,,,,,,,,,,,,,,,,
000304-00-0075,C01,C11,C20,,,,,,,,,,,,,,,,,,,,
000304-00-0076,C20,C15,C19,C04,C12,,,,,,,,,,,,,,,,,,
000304-00-0078,C20,C10,C03,C01,,,,,,,,,,,,,,,,,,,
000304-00-0081,C21,C03,,,,,,,,,,,,,,,,,,,,,
000304-00-0082,C01,C20,C03,C13,,,,,,,,,,,,,,,,,,,
000304-00-0084,C10,,,,,,,,,,,,,,,,,,,,,,
000304-00-0085,C20,C15,C12,,,,,,,,,,,,,,,,,,,,
000304-00-0088,C14,C02,C08,C22,C05,C10,C03,C19,C21,,,,,,,,,,,,,,
000304-00-0091,C20,,,,,,,,,,,,,,,,,,,,,,
000304-00-0092,C03,C15,C12,C19,C01,C10,C20,C06,C17,,,,,,,,,,,,,,
000304-00-0094,C20,C19,,,,,,,,,,,,,,,,,,,,,
000304-00-0095,C20,C04,C19,,,,,,,,,,,,,,,,,,,,
000304-00-0098,C14,C06,C22,C04,C02,C21,C20,C03,,,,,,,,,,,,,,,
000304-00-0099,C20,C01,C04,C12,,,,,,,,,,,,,,,,,,,
000304-00-0101,C06,C14,C19,C01,C03,,,,,,,,,,,,,,,,,,
000304-00-0104,C12,C15,C19,C20,,,,,,,,,,,,,,,,,,,
000304-00-0106,C20,C12,C01,C19,C15,,,,,,,,,,,,,,,,,,
000304-00-0107,C21,C19,C14,C10,C02,C03,,,,,,,,,,,,,,,,,
000304-00-0109,C03,C06,C15,C19,C01,C10,C04,C02,C12,C20,C14,,,,,,,,,,,,
000304-00-0112,C03,C15,C19,C06,C04,C02,C01,C10,C20,,,,,,,,,,,,,,
000304-00-0113,C03,C21,C19,C01,C06,C20,C12,C14,C04,,,,,,,,,,,,,,
000304-00-0115,C20,C12,,,,,,,,,,,,,,,,,,,,,
000304-00-0116,C21,C03,C01,,,,,,,,,,,,,,,,,,,,
000304-00-0119,C19,C01,C03,C20,C15,C10,C02,C05,C18,C16,C17,C04,C08,C06,C07,C09,C11,C12,C13,C21,C22,C23,
000304-00-0122,C19,C20,C12,C10,C15,,,,,,,,,,,,,,,,,,
000304-00-0123,C16,C23,,,,,,,,,,,,,,,,,,,,,
000304-00-0126,C21,,,,,,,,,,,,,,,,,,,,,,
000304-00-0128,C14,C06,C04,C11,C08,C03,,,,,,,,,,,,,,,,,
000304-00-0129,C04,C06,C14,C03,C08,C11,,,,,,,,,,,,,,,,,
000304-00-0132,C19,C20,C01,C15,C10,C04,C22,C02,C03,,,,,,,,,,,,,,
000304-00-0133,C22,C01,C02,C04,C10,C19,C20,C15,C03,,,,,,,,,,,,,,
000304-00-0135,C06,C21,C12,C10,C02,C19,C15,C01,C03,,,,,,,,,,,,,,
000304-00-0136,C20,C13,C04,,,,,,,,,,,,,,,,,,,,
000304-00-0139,C06,C08,C04,C01,C19,C20,C02,,,,,,,,,,,,,,,,
000304-00-0141,C20,,,,,,,,,,,,,,,,,,,,,,
000304-00-0143,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C01,C02,C03,C04,C05,C06,C07
000304-00-0144,C03,C21,C15,C12,C19,C10,C20,C06,C01,,,,,,,,,,,,,,
000304-00-0145,C05,C21,C06,C23,C07,C09,C08,C01,C10,C02,C03,C11,C14,C04,C12,C15,C18,C13,C17,C22,C16,C19,C20
000304-00-0147,C02,C14,C20,C19,C01,C03,C10,C12,C15,,,,,,,,,,,,,,
000304-00-0151,C21,C19,C15,C12,C10,C03,C02,C01,,,,,,,,,,,,,,,
000304-00-0152,C23,C11,C04,C06,C08,,,,,,,,,,,,,,,,,,
000304-00-0153,C06,C14,C22,,,,,,,,,,,,,,,,,,,,
000304-00-0155,C08,,,,,,,,,,,,,,,,,,,,,,
000304-00-0156,C21,C04,C02,C08,C07,C14,C01,,,,,,,,,,,,,,,,
000304-00-0159,C21,C03,C14,C19,C05,C06,C08,,,,,,,,,,,,,,,,
000304-00-0161,C17,C19,C20,C23,C04,C05,,,,,,,,,,,,,,,,,
000304-00-0162,C19,C20,C01,C03,,,,,,,,,,,,,,,,,,,
000304-00-0164,C01,C19,C12,C20,C22,C03,,,,,,,,,,,,,,,,,
000304-00-0166,C20,C12,C19,,,,,,,,,,,,,,,,,,,,
000304-00-0169,C03,C04,C19,C13,C12,C10,C06,C14,C15,C20,C18,C23,C01,C02,C22,C21,C17,C16,C11,C09,C08,C07,C05
000304-00-0170,C01,C19,C20,,,,,,,,,,,,,,,,,,,,
000304-00-0173,C03,,,,,,,,,,,,,,,,,,,,,,
000304-00-0174,C11,C22,C04,C02,C08,,,,,,,,,,,,,,,,,,
000304-00-0176,C10,C12,C13,C14,C15,C19,C20,C01,C02,,,,,,,,,,,,,,
000304-00-0178,C06,C14,C22,,,,,,,,,,,,,,,,,,,,
000304-00-0179,C04,C02,C14,C22,C08,,,,,,,,,,,,,,,,,,
000304-00-0181,C21,C19,C06,C03,C02,C14,C15,C22,C01,C04,C07,C08,C10,C20,C23,C18,C17,C16,C13,C12,C11,C09,C05
000304-00-0183,C04,C02,C14,C12,C01,,,,,,,,,,,,,,,,,,
000304-00-0185,C04,C02,C14,C22,C23,,,,,,,,,,,,,,,,,,
000304-00-0187,C06,C03,C14,,,,,,,,,,,,,,,,,,,,
000304-00-0188,C14,,,,,,,,,,,,,,,,,,,,,,
000304-00-0189,C21,C04,C08,,,,,,,,,,,,,,,,,,,,
000304-00-0191,C12,C20,C01,C19,C15,C10,C03,C21,,,,,,,,,,,,,,,
000304-00-0193,C20,C02,,,,,,,,,,,,,,,,,,,,,
000304-00-0195,C19,C03,,,,,,,,,,,,,,,,,,,,,
000304-00-0196,C03,C19,C01,C15,C12,,,,,,,,,,,,,,,,,,
000304-00-0199,C21,C19,C20,C03,C02,C01,C04,C14,,,,,,,,,,,,,,,
000304-00-0201,C04,C21,C02,C19,,,,,,,,,,,,,,,,,,,
000304-00-0202,C19,C01,C20,,,,,,,,,,,,,,,,,,,,
000304-00-0204,C19,C01,,,,,,,,,,,,,,,,,,,,,
000304-00-0206,C15,C06,C14,C19,C12,C03,C22,,,,,,,,,,,,,,,,
000304-00-0209,C15,C04,C14,C19,C22,C06,C03,C01,C08,C12,,,,,,,,,,,,,
000304-00-0210,C14,C06,C03,C04,C22,C15,C21,C07,,,,,,,,,,,,,,,
000304-00-0212,C14,C06,C03,C04,C22,C15,C21,C07,C08,,,,,,,,,,,,,,
000304-00-0214,C20,C12,C10,,,,,,,,,,,,,,,,,,,,
000304-00-0217,C20,C02,C04,,,,,,,,,,,,,,,,,,,,
000304-00-0218,C06,C14,C22,C05,C08,C21,C11,C09,C13,C16,C17,C18,C23,C04,C07,,,,,,,,
000304-00-0220,C21,C03,C14,C20,C19,C10,C12,C15,C01,,,,,,,,,,,,,,
000304-00-0222,C01,,,,,,,,,,,,,,,,,,,,,,
000304-00-0224,C01,,,,,,,,,,,,,,,,,,,,,,
000304-00-0225,C10,C14,C20,,,,,,,,,,,,,,,,,,,,
000304-00-0227,C15,C19,C20,C01,C02,C03,C10,C23,C05,C16,C18,C17,C04,C09,C11,C21,C22,C06,C07,C08,C13,C14,C12
000304-00-0231,C22,C02,C04,C08,C11,,,,,,,,,,,,,,,,,,
000304-00-0233,C21,,,,,,,,,,,,,,,,,,,,,,
000304-00-0234,C03,C12,C14,C19,C20,C01,C10,C22,C21,C15,C04,C07,C17,C08,C06,C11,,,,,,,
000304-00-0236,C20,C19,C01,C02,C03,C10,C12,C14,C15,C18,,,,,,,,,,,,,
000304-00-0237,C21,C08,,,,,,,,,,,,,,,,,,,,,
000304-00-0239,C21,,,,,,,,,,,,,,,,,,,,,,
000304-00-0240,C01,C19,C20,C15,C14,C13,C12,C11,C10,C07,C08,C05,C06,C04,C09,C16,C17,C18,C21,,,,
000304-00-0243,C19,C15,C01,C10,C20,C12,C03,C21,,,,,,,,,,,,,,,
000304-00-0245,C19,C20,C15,C10,C01,C02,C12,C14,,,,,,,,,,,,,,,
000304-00-0247,C20,C14,,,,,,,,,,,,,,,,,,,,,
000304-00-0249,C05,C19,,,,,,,,,,,,,,,,,,,,,
000304-00-0251,C19,C20,,,,,,,,,,,,,,,,,,,,,
000304-00-0252,C20,C12,,,,,,,,,,,,,,,,,,,,,
000304-00-0254,C20,C19,,,,,,,,,,,,,,,,,,,,,
000304-00-0255,C10,C02,C20,,,,,,,,,,,,,,,,,,,,
000304-00-0257,C20,C15,C12,C03,C10,C19,C02,C14,C01,,,,,,,,,,,,,,
000304-00-0259,C04,C03,C06,C08,C21,C22,C19,C14,,,,,,,,,,,,,,,
000304-00-0261,C10,C03,C15,C11,C19,C20,C01,C06,,,,,,,,,,,,,,,
000304-00-0264,C19,C20,C03,,,,,,,,,,,,,,,,,,,,
000304-00-0266,C19,C01,C15,,,,,,,,,,,,,,,,,,,,
000304-00-0267,C21,C07,C11,C23,C22,C16,C14,C02,,,,,,,,,,,,,,,
000304-00-0270,C12,C01,C15,C19,,,,,,,,,,,,,,,,,,,
000304-00-0271,C20,C01,C02,C04,C09,C11,C17,C12,C21,C07,C16,,,,,,,,,,,,
000304-00-0273,C01,C02,C03,C10,C12,C14,C15,C19,C20,C07,C06,C04,,,,,,,,,,,
000304-00-0274,C20,C13,C03,C02,C01,C17,C15,,,,,,,,,,,,,,,,
000304-00-0275,C21,C04,C08,C07,,,,,,,,,,,,,,,,,,,
000304-00-0277,C01,C19,C20,C12,C22,C15,C16,C17,C18,C11,C10,C08,C09,C07,C06,C05,C04,C03,C02,,,,
000304-00-0278,C20,,,,,,,,,,,,,,,,,,,,,,
000304-00-0281,C03,C23,C05,C06,C10,C09,C01,C20,C15,C07,,,,,,,,,,,,,
000304-00-0283,C14,,,,,,,,,,,,,,,,,,,,,,
000304-00-0285,C01,C19,C10,C12,,,,,,,,,,,,,,,,,,,
000304-00-0286,C20,C19,C14,C12,C10,C01,,,,,,,,,,,,,,,,,
000304-00-0288,C20,C19,C15,C01,C12,,,,,,,,,,,,,,,,,,
000304-00-0290,C15,C19,C20,,,,,,,,,,,,,,,,,,,,
000304-00-0293,C01,C12,C22,C19,C20,,,,,,,,,,,,,,,,,,
000304-00-0294,C08,,,,,,,,,,,,,,,,,,,,,,
000304-00-0295,C14,C22,C21,C01,C06,C08,C20,C19,,,,,,,,,,,,,,,
000304-00-0298,C20,C01,C12,,,,,,,,,,,,,,,,,,,,
000304-00-0300,C03,C01,C19,C14,C04,C20,C05,C06,C07,C08,,,,,,,,,,,,,
000304-00-0301,C20,C01,C03,C15,,,,,,,,,,,,,,,,,,,
000304-00-0303,C19,C22,C15,C12,C10,C03,C06,C01,C11,,,,,,,,,,,,,,
000304-00-0306,C19,C03,C21,C01,C14,C06,C12,C08,,,,,,,,,,,,,,,
000304-00-0307,C21,C14,,,,,,,,,,,,,,,,,,,,,
000304-00-0310,C19,C12,,,,,,,,,,,,,,,,,,,,,
000304-00-0312,C01,C04,C02,C14,C19,C21,,,,,,,,,,,,,,,,,
000304-00-0313,C19,C06,C01,,,,,,,,,,,,,,,,,,,,
000304-00-0316,C06,C03,C10,,,,,,,,,,,,,,,,,,,,
000304-00-0317,C19,C21,C15,,,,,,,,,,,,,,,,,,,,
000304-00-0319,C14,,,,,,,,,,,,,,,,,,,,,,
000304-00-0321,C06,C14,C22,,,,,,,,,,,,,,,,,,,,
000304-00-0322,C19,C21,C12,C03,C20,C01,C04,C10,C17,,,,,,,,,,,,,,
000304-00-0325,C15,C10,C19,C20,C12,C01,C03,C06,C14,C21,C04,C16,C02,C23,C13,C22,C08,C07,C17,C11,C09,C18,C05
000304-00-0327,C04,C03,,,,,,,,,,,,,,,,,,,,,
000304-00-0329,C21,C19,C14,C01,C02,C03,C04,C08,C12,C10,C07,C06,C16,C18,C17,,,,,,,,
000304-00-0330,C10,C19,C21,C03,C15,,,,,,,,,,,,,,,,,,
000304-00-0333,C19,C21,,,,,,,,,,,,,,,,,,,,,
000304-00-0335,C06,C14,,,,,,,,,,,,,,,,,,,,,
000304-00-0336,C20,C01,,,,,,,,,,,,,,,,,,,,,
000304-00-0338,C03,C14,C10,C02,C05,C18,C20,C15,C01,,,,,,,,,,,,,,
000304-00-0340,C12,C19,C01,C06,C08,C04,C07,C09,C11,C13,C14,C16,C17,C18,C22,C23,C05,C10,C02,C21,C20,C15,C03
000304-00-0343,C20,C10,C17,C12,C14,C01,,,,,,,,,,,,,,,,,
000304-00-0345,C21,C14,C23,,,,,,,,,,,,,,,,,,,,
000304-00-0347,C06,C21,C03,C14,,,,,,,,,,,,,,,,,,,
000304-00-0348,C20,C21,C19,C13,,,,,,,,,,,,,,,,,,,
000304-00-0351,C20,C12,C19,C03,C01,C15,,,,,,,,,,,,,,,,,
000304-00-0352,C21,C03,C19,C20,C01,C10,C12,C14,C15,,,,,,,,,,,,,,
000304-00-0354,C16,C05,C09,,,,,,,,,,,,,,,,,,,,
000304-00-0356,C14,C06,C22,C10,C12,C04,,,,,,,,,,,,,,,,,
000304-00-0358,C08,C04,C14,C02,C22,C06,,,,,,,,,,,,,,,,,
000304-00-0360,C15,C19,C01,C03,C10,C12,C20,,,,,,,,,,,,,,,,
000304-00-0362,C01,C15,,,,,,,,,,,,,,,,,,,,,
000304-00-0364,C15,C01,,,,,,,,,,,,,,,,,,,,,
000304-00-0366,C15,C19,C01,C03,C10,C12,C20,,,,,,,,,,,,,,,,
000304-00-0368,C14,C22,C04,C02,C08,C06,C21,C19,C20,C10,C11,,,,,,,,,,,,
000304-00-0370,C14,C20,C01,C04,C06,C10,C19,C21,,,,,,,,,,,,,,,
000304-00-0373,C01,C20,C19,C15,C12,C22,C21,C03,C18,C16,C13,C10,C23,C04,C02,C05,C06,C07,C08,C09,C11,C14,C17
000304-00-0374,C21,C12,C15,C01,,,,,,,,,,,,,,,,,,,
000304-00-0377,C04,C09,C21,C22,C05,C06,C08,C11,C18,C19,C23,C07,C17,C14,C10,C13,C16,C15,C01,C03,C02,C12,C20
000304-00-0378,C04,C14,C08,C22,C02,,,,,,,,,,,,,,,,,,
000304-00-0380,C05,C06,C07,C09,C14,C22,C01,C08,C11,,,,,,,,,,,,,,
000304-00-0384,C14,C22,C06,C21,,,,,,,,,,,,,,,,,,,
000304-00-0385,C19,C03,C02,C20,C15,C13,,,,,,,,,,,,,,,,,
000304-00-0386,C22,C12,C15,,,,,,,,,,,,,,,,,,,,
000304-00-0388,C14,C22,C06,C08,C04,C02,C21,C19,C03,C10,C15,C20,,,,,,,,,,,
000304-00-0390,C23,C21,C20,C17,,,,,,,,,,,,,,,,,,,
000304-00-0392,C06,C11,C01,C15,,,,,,,,,,,,,,,,,,,
000304-00-0395,C02,C14,C12,C21,C04,C01,C15,C06,C03,C20,,,,,,,,,,,,,
000304-00-0396,C14,C06,C03,C11,C19,C07,C22,C15,C02,,,,,,,,,,,,,,
000304-00-0397,C14,C06,C22,C16,C08,C21,C03,C23,C02,,,,,,,,,,,,,,
000304-00-0399,C14,C03,C07,C08,C09,,,,,,,,,,,,,,,,,,
000304-00-0402,C10,C19,C20,C03,C04,C12,C15,C01,C21,,,,,,,,,,,,,,
000304-00-0405,C10,C15,C20,C01,C04,C06,C12,,,,,,,,,,,,,,,,
000304-00-0406,C15,C19,C21,C20,C03,C01,C10,C06,C12,,,,,,,,,,,,,,
000304-00-0408,C14,C02,C06,C04,C22,C21,C11,,,,,,,,,,,,,,,,
000304-00-0410,C06,C03,C15,C12,C19,C01,C10,C20,C17,C14,C21,C08,C22,C23,C13,C04,C05,C16,C07,,,,
000304-00-0411,C14,C20,C03,C19,C15,C01,C04,C21,C12,C05,C06,C09,C23,C22,C16,C18,C17,C10,C11,C08,C07,C13,C02
000304-00-0413,C20,C12,,,,,,,,,,,,,,,,,,,,,
000304-00-0415,C04,C12,C01,C03,C21,C19,C06,C14,C15,,,,,,,,,,,,,,
000304-00-0011,,,,,,,,,,,,,,,,,,,,,,,
000304-00-0012,C15,,,,,,,,,,,,,,,,,,,,,,
000304-00-0013,C19,C11,C12,C13,C14,C15,C16,C17,C18,C20,C21,C23,C01,C22,C02,C03,C04,C05,C07,C06,C08,C10,
000901-00-0002,C06,C02,C21,C08,C19,C14,,,,,,,,,,,,,,,,,
